scope,horizon,sample_mode,fold,specification,sample_count,coverage,balanced_accuracy,macro_f1,down_precision,down_recall,mean_return_predicted_down,mean_return_predicted_neutral,mean_return_predicted_up
all,20,non_overlapping,4,ridge_current,4088,1.0,0.344116296186011,0.3165704117167521,0.3103448275862069,0.2266187050359712,0.0253952342160591,0.0268555702903577,0.0375159439352957
all,20,non_overlapping,5,logistic_global,4024,1.0,0.4038766120781288,0.339179494636427,0.3871811641595814,0.3702313946216385,0.0602096041311818,0.0040268983524792,0.0267578087903115
all,20,non_overlapping,5,logistic_group,4024,1.0,0.395805420130008,0.3408574402325958,0.3865069356872636,0.383364602876798,0.0548620902020689,0.0022403197329443,0.0335061195003673
all,20,non_overlapping,5,logistic_time,4024,1.0,0.4144870072119093,0.3473048659338959,0.4111922141119221,0.4227642276422764,0.0545018750250032,0.0036278995522714,0.0342759362346222
all,20,non_overlapping,5,logistic_time_group,4024,1.0,0.4080224700235562,0.3503252185302192,0.406799531066823,0.434021263289556,0.0531872815612693,0.0022163549251433,0.0340655492551467
all,20,non_overlapping,5,logistic_time_group_ticker,4024,1.0,0.4120230242915789,0.3526649841659108,0.4072229140722291,0.4090056285178236,0.0577720559084055,0.0016571894015666,0.0306497143219173
all,20,non_overlapping,5,majority_baseline,4024,1.0,0.3333333333333333,0.2094978413996819,0.0,0.0,,,0.0306958533147243
all,20,non_overlapping,5,ridge_current,4024,1.0,0.3891597609983135,0.3117057091120689,0.3548387096774194,0.0963101938711694,0.0255331203634197,0.008044478571266,0.0550934996466497
all,60,overlapping,0,logistic_global,371486,1.0,0.385405050519179,0.3639630155218484,0.3668005671077505,0.3608489469524385,0.1000422227821163,0.0284855010340429,0.0959262276761808
all,60,overlapping,0,logistic_group,371486,1.0,0.3866344673807362,0.3666715094712691,0.3651878469041859,0.3614610938056937,0.1039101514361403,0.0258485897701516,0.0922453371588219
all,60,overlapping,0,logistic_time,371486,1.0,0.3791882428582423,0.3535830015827662,0.3567501880678201,0.3343949044585987,0.1156362242319684,0.0293104492514016,0.0850455357652691
all,60,overlapping,0,logistic_time_group,371486,1.0,0.3809982423551528,0.3582089060603953,0.3564587919592499,0.3437863220047422,0.1171302141392191,0.0269434866363068,0.0817228763312647
all,60,overlapping,0,logistic_time_group_ticker,371486,1.0,0.3909528210763808,0.362186996604794,0.3681248996628672,0.3553628713561765,0.127337819346937,0.0268529818329899,0.0749554510946215
all,60,overlapping,0,majority_baseline,371486,1.0,0.3333333333333333,0.2171121538587208,0.0,0.0,,,0.0764523758552529
all,60,overlapping,0,ridge_current,371486,1.0,0.3447270827167443,0.3330740493112496,0.3087189121693606,0.2088195639034822,0.0531051875568505,0.0365871851985841,0.1076015195258283
all,60,overlapping,1,logistic_global,66607,1.0,0.4104020283532379,0.3738811426428363,0.307535862461697,0.6247452211755633,0.0997072125488075,0.0084058514836221,0.2177551642516268
all,60,overlapping,1,logistic_group,66607,1.0,0.4106271401994231,0.3788957852840715,0.3070391125343092,0.5915826585137443,0.1030659481586143,0.0018363582911444,0.2096301016516553
all,60,overlapping,1,logistic_time,66607,1.0,0.4092121236956689,0.3713320713147439,0.3071091824708025,0.6315760480361373,0.098818144284193,0.0115756592403292,0.2197522045012286
all,60,overlapping,1,logistic_time_group,66607,1.0,0.4098523721156686,0.3766028339505696,0.3065631854226421,0.6005618905965956,0.1025422478500671,0.0034895627009957,0.2118371603041126
all,60,overlapping,1,logistic_time_group_ticker,66607,1.0,0.4158787727366399,0.3796266530398944,0.3087678593234827,0.5571530876439156,0.1117314917948922,0.0121869219868015,0.2043469963753691
all,60,overlapping,1,majority_baseline,66607,1.0,0.3333333333333333,0.2431075542667824,0.0,0.0,,,0.1152343993303159
all,60,overlapping,1,ridge_current,66607,1.0,0.3598807919664863,0.3447158422663869,0.2901306807099668,0.4916542720211535,0.0800476737378647,0.0501805091761894,0.1596157713720818
all,60,overlapping,2,logistic_global,74196,1.0,0.3295835039511163,0.3255137562790697,0.3776504698361687,0.3515200780360917,0.0417534296093163,0.0316413463759134,0.0013760741254562
all,60,overlapping,2,logistic_group,74196,1.0,0.3409826775995415,0.3309354341747158,0.3818358978522999,0.3058039343196228,0.0489874440311411,0.0271914774502075,0.0009893939758492
all,60,overlapping,2,logistic_time,74196,1.0,0.3269958477027944,0.3215782425741689,0.3728807496959725,0.3389692732888961,0.0374395916499518,0.0314825274348842,0.0056020734754944
all,60,overlapping,2,logistic_time_group,74196,1.0,0.3379844018433505,0.3272698755842513,0.3762241229701252,0.2960494228580718,0.0442706467428191,0.0270924758955013,0.0051158800747057
all,60,overlapping,2,logistic_time_group_ticker,74196,1.0,0.3464315217981473,0.3278839873378225,0.3975665604094643,0.2879206633067794,0.0496780187797434,0.0276286621089592,0.0004572323183888
all,60,overlapping,2,majority_baseline,74196,1.0,0.3333333333333333,0.1924738604698724,0.0,0.0,,,0.0235283116820978
all,60,overlapping,2,ridge_current,74196,1.0,0.305361694322367,0.2939664595094872,0.3247593337747669,0.2073158835961632,0.0542998168868564,0.0156047004726379,0.0116072840441567
all,60,overlapping,3,logistic_global,78662,1.0,0.4072567769653186,0.3944152161846579,0.4350896252036936,0.2700060675520798,0.0182980817625455,0.0012383157271012,0.0564046432247895
all,60,overlapping,3,logistic_group,78662,1.0,0.4074657366416132,0.3946093351427422,0.4318133728311468,0.2751634868199285,0.0190059026845312,0.00359205262793,0.0558886943781993
all,60,overlapping,3,logistic_time,78662,1.0,0.4119562503945708,0.3892462467409426,0.4620099786172487,0.218499292118924,0.0052925440429955,0.0032108149274378,0.0587715272262812
all,60,overlapping,3,logistic_time_group,78662,1.0,0.4114650349467954,0.3931385085492656,0.4505364271457086,0.2434773815141913,0.0114174537881198,0.0052964868109767,0.0569362997332923
all,60,overlapping,3,logistic_time_group_ticker,78662,1.0,0.4228142214198596,0.4018220416400234,0.4627066176041119,0.2670397087575001,0.0338454661349375,0.0065193098528811,0.0511127329349855
all,60,overlapping,3,majority_baseline,78662,1.0,0.3333333333333333,0.2000777035343245,0.0,0.0,,,0.033431988072701
all,60,overlapping,3,ridge_current,78662,1.0,0.3630888323331727,0.3449541881390228,0.3855598558654744,0.1947684217622868,-0.0006709542291923,0.021273114525018,0.0517874690122913
all,60,overlapping,4,logistic_global,81443,1.0,0.3998285440592459,0.3345912450686614,0.423570876786404,0.3226791231425629,0.1444914592307606,0.0553554813092977,0.0752536525313408
all,60,overlapping,4,logistic_group,81443,1.0,0.400332546123004,0.3459548118220083,0.4099922949024697,0.3718552302486391,0.1370126315488422,0.0564403800831344,0.0640579865742652
all,60,overlapping,4,logistic_time,81443,1.0,0.3881721257396212,0.3127707646600237,0.4190145066538784,0.2570987200235398,0.1875085774634259,0.0565670242847832,0.0539845478860875
all,60,overlapping,4,logistic_time_group,81443,1.0,0.3874261653281095,0.3269447901020003,0.3968050533253994,0.3188539061350596,0.1684509623291344,0.0555749542329931,0.0434718528214847
all,60,overlapping,4,logistic_time_group_ticker,81443,1.0,0.4060397943379552,0.3486579039329038,0.4119139681005316,0.3761585993820803,0.1540665416910704,0.0509174939044112,0.0525507588050407
all,60,overlapping,4,majority_baseline,81443,1.0,0.3333333333333333,0.2198723962190659,0.0,0.0,,,0.0827673812759653
all,60,overlapping,4,ridge_current,81443,1.0,0.3203682526018779,0.2924680836848151,0.2440783868219256,0.1580476680888627,0.0572656617682761,0.0561944111652625,0.1223407139389779
all,60,overlapping,5,logistic_global,70578,1.0,0.4124229204933933,0.3675874402470466,0.3418106922181427,0.3277520178602095,0.2014689490907693,0.0138069697028328,0.2111030008206403
all,60,overlapping,5,logistic_group,70578,1.0,0.4039175804887342,0.366884243396527,0.3350429437863801,0.3533831358406319,0.1922841458688584,0.0094888167785106,0.2045165493555862
all,60,overlapping,5,logistic_time,70578,1.0,0.396672254196313,0.3407570335684375,0.3121570198277588,0.3345783960157994,0.2423424629975396,0.0118914456373425,0.1770829947328571
all,60,overlapping,5,logistic_time_group,70578,1.0,0.3942512447650848,0.3467441940346291,0.3156874440799284,0.3635583032800962,0.2235883947229815,0.012259492749232,0.171319967683173
all,60,overlapping,5,logistic_time_group_ticker,70578,1.0,0.3926947734879047,0.3382710358328269,0.3167524092457068,0.3753649321655504,0.2424736596596092,0.0200149971719583,0.1367501487919047
all,60,overlapping,5,majority_baseline,70578,1.0,0.3333333333333333,0.2303171938805476,0.0,0.0,,,0.1361502475016573
all,60,overlapping,5,ridge_current,70578,1.0,0.4004583387133418,0.3345740226196203,0.3652194102623636,0.0675339172247982,0.0253330015287848,0.0326365524643434,0.2183661047291957
all,60,non_overlapping,0,logistic_global,6239,1.0,0.3546914739534211,0.333935632812428,0.3171506352087114,0.3266355140186915,0.1112738377060467,0.0275630978363342,0.0633008665961614
all,60,non_overlapping,0,logistic_group,6239,1.0,0.3688048055320578,0.3495015413220251,0.3285845588235294,0.3341121495327103,0.1151300540670624,0.0248831710595106,0.0611266000972128
all,60,non_overlapping,0,logistic_time,6239,1.0,0.3552759299948422,0.3292129677390203,0.3148235294117647,0.3126168224299065,0.1223873529984187,0.0270988102359659,0.0569860404882642
all,60,non_overlapping,0,logistic_time_group,6239,1.0,0.3640718657542546,0.3411518772822854,0.3204158790170132,0.3168224299065421,0.1260664236314429,0.0234344173612825,0.0552808802011845
all,60,non_overlapping,0,logistic_time_group_ticker,6239,1.0,0.3868599936414861,0.3574045207248741,0.3548233046800382,0.347196261682243,0.1216796563225699,0.027313265067906,0.0586391303355339
all,60,non_overlapping,0,majority_baseline,6239,1.0,0.3333333333333333,0.2162298750992708,0.0,0.0,,,0.0692785234564143
all,60,non_overlapping,0,ridge_current,6239,1.0,0.3223923083237062,0.3122861917685149,0.2781104457751164,0.1953271028037383,0.0517537719715372,0.0421381718137993,0.0928176243207349
all,60,non_overlapping,1,logistic_global,1119,1.0,0.3732363728566155,0.3476659799987869,0.2946428571428571,0.4969879518072289,0.0909490716639022,-0.0031873894224023,0.1207449348503509
all,60,non_overlapping,1,logistic_group,1119,1.0,0.3743336598955968,0.3550659860239628,0.3035381750465549,0.4909638554216867,0.0905462084773618,-0.0094367267317733,0.1194688493180947
all,60,non_overlapping,1,logistic_time,1119,1.0,0.3868054692908512,0.3598572757767059,0.3096085409252669,0.5240963855421686,0.0832719631882365,0.0053861868840849,0.1263772501400927
all,60,non_overlapping,1,logistic_time_group,1119,1.0,0.3690776083871783,0.3491681803390231,0.3020257826887661,0.4939759036144578,0.088844072017361,-0.0083732499729351,0.1227839760218836
all,60,non_overlapping,1,logistic_time_group_ticker,1119,1.0,0.3998424920350967,0.373127199952728,0.3333333333333333,0.5120481927710844,0.0812335547938595,0.0061465658423428,0.1347188635403349
all,60,non_overlapping,1,majority_baseline,1119,1.0,0.3333333333333333,0.2311733800350262,0.0,0.0,,,0.0774809863264581
all,60,non_overlapping,1,ridge_current,1119,1.0,0.3300448527418584,0.3191118652297264,0.2756756756756757,0.4608433734939759,0.0715557754083024,-0.0110797930637208,0.0991412662233129
all,60,non_overlapping,2,logistic_global,1253,1.0,0.2874964243678853,0.2761863312954448,0.2319078947368421,0.3325471698113207,0.1074235466249824,0.0213577171092714,0.0176317758978266
all,60,non_overlapping,2,logistic_group,1253,1.0,0.3199476069125325,0.3064207019458638,0.2480916030534351,0.3066037735849056,0.1137348776001572,0.0308684151275748,0.0205012856958088
all,60,non_overlapping,2,logistic_time,1253,1.0,0.2782969049111023,0.2666156205200372,0.228099173553719,0.3254716981132075,0.1045749073956603,0.0192090171713436,0.0244446431652344
all,60,non_overlapping,2,logistic_time_group,1253,1.0,0.3153647742582748,0.3011659285482413,0.2313725490196078,0.2783018867924528,0.1170819743481895,0.0223594298074512,0.0254810107301535
all,60,non_overlapping,2,logistic_time_group_ticker,1253,1.0,0.3293467865868913,0.303452142111843,0.2532751091703056,0.2735849056603773,0.117977581906126,0.0376774202182677,0.0225724073871476
all,60,non_overlapping,2,majority_baseline,1253,1.0,0.3333333333333333,0.2148909320353344,0.0,0.0,,,0.0619899331389627
all,60,non_overlapping,2,ridge_current,1253,1.0,0.3185814165318388,0.3132312506245647,0.3084415584415584,0.2240566037735849,0.0414368315980581,0.0602142372103155,0.0706147410118354
all,60,non_overlapping,3,logistic_global,1318,1.0,0.3713809482757749,0.3472355687565173,0.3531746031746032,0.1692015209125475,0.0570092115497557,-0.0101130616061265,0.0189892672073006
all,60,non_overlapping,3,logistic_group,1318,1.0,0.3781027018854585,0.3554936206538318,0.3660377358490566,0.1844106463878327,0.0625023035893136,-0.0064418605874098,0.0159690337656484
all,60,non_overlapping,3,logistic_time,1318,1.0,0.3799407022588852,0.3483936716460722,0.3761904761904762,0.150190114068441,0.063556176423706,-0.0052465299931165,0.0190121143462194
all,60,non_overlapping,3,logistic_time_group,1318,1.0,0.3811651333210012,0.3526412759927677,0.3766233766233766,0.1653992395437262,0.0618183706834086,-0.0041444868974487,0.0180933493997572
all,60,non_overlapping,3,logistic_time_group_ticker,1318,1.0,0.4047394655318883,0.374405911275089,0.4342105263157895,0.188212927756654,0.0576072065392044,0.0030945733505888,0.0171705984766419
all,60,non_overlapping,3,majority_baseline,1318,1.0,0.3333333333333333,0.1896489323199421,0.0,0.0,,,0.0200539649142244
all,60,non_overlapping,3,ridge_current,1318,1.0,0.3151220286689503,0.2908594324282656,0.2886178861788618,0.1349809885931558,0.0228231290686204,0.0168398428245571,0.020744255957526
all,60,non_overlapping,4,logistic_global,1364,1.0,0.3973558435800999,0.3378341262427003,0.4358288770053476,0.3729977116704805,0.1061296299782866,0.0642125024064868,0.0935538278560712
all,60,non_overlapping,4,logistic_group,1364,1.0,0.40631988572492,0.3520005558127045,0.4192771084337349,0.3981693363844393,0.1157563953420061,0.0642909882871676,0.0742488824471863
all,60,non_overlapping,4,logistic_time,1364,1.0,0.3892839087347097,0.3142051673966567,0.4191419141914191,0.2906178489702517,0.1523245714203771,0.057254983775861,0.0761148849100726
all,60,non_overlapping,4,logistic_time_group,1364,1.0,0.3907697523258164,0.329541676101011,0.4,0.3432494279176201,0.1513294282162657,0.0584689860635804,0.0520409832298653
all,60,non_overlapping,4,logistic_time_group_ticker,1364,1.0,0.4132915986462896,0.3525276408304605,0.4212962962962963,0.4164759725400457,0.128676017967674,0.0543266627228779,0.0739676861937411
all,60,non_overlapping,4,majority_baseline,1364,1.0,0.3333333333333333,0.2245989304812834,0.0,0.0,,,0.0824389251173174
all,60,non_overlapping,4,ridge_current,1364,1.0,0.3119762684980076,0.2803420242949725,0.2483660130718954,0.1739130434782608,0.0508632760063243,0.0701197904320165,0.1165324553093423
all,60,non_overlapping,5,logistic_global,1185,1.0,0.3962581055599379,0.3467927215048509,0.3439024390243902,0.334916864608076,0.1827896070778896,0.0167647137543304,0.1378263250924793
all,60,non_overlapping,5,logistic_group,1185,1.0,0.4069844611709219,0.3682371458420104,0.3471264367816092,0.3586698337292161,0.1786220536023021,0.0043960198292381,0.1323391401392201
all,60,non_overlapping,5,logistic_time,1185,1.0,0.3968319153040904,0.3354955946339239,0.3393258426966292,0.3586698337292161,0.2033827430249972,0.016590620224384,0.110813277393468
all,60,non_overlapping,5,logistic_time_group,1185,1.0,0.4090024658823437,0.3588859506872409,0.3479212253829322,0.3776722090261282,0.192065284840618,0.0097773848289249,0.1162914691337797
all,60,non_overlapping,5,logistic_time_group_ticker,1185,1.0,0.4294842298108332,0.3700793429458652,0.3776824034334764,0.4180522565320665,0.1944460773146216,0.0154089739572211,0.1104798938224393
all,60,non_overlapping,5,majority_baseline,1185,1.0,0.3333333333333333,0.2210941906373378,0.0,0.0,,,0.1088407411858002
all,60,non_overlapping,5,ridge_current,1185,1.0,0.3768608879526762,0.3080357225894857,0.2613636363636363,0.0546318289786223,0.0469462225067593,0.0308029263331626,0.1810573826650092
semiconductor,5,overlapping,0,logistic_global,84382,1.0,0.3731778078501611,0.3588698687354048,0.4149321956422367,0.401060382916053,0.0097636422557646,0.0050858905996453,0.0051558382743188
semiconductor,5,overlapping,0,logistic_group,84382,1.0,0.3644516438410433,0.3633623798770737,0.4134330504818064,0.4233578792341679,0.0095888395858211,0.0059196251384116,0.0047649993260733
semiconductor,5,overlapping,0,logistic_time,84382,1.0,0.3743162474626991,0.3579941143557711,0.4130773387583839,0.3827687776141384,0.0089843579547371,0.0039846771402829,0.0069064051979502
semiconductor,5,overlapping,0,logistic_time_group,84382,1.0,0.3662209453189493,0.3620923790656127,0.4102997166003492,0.422179675994109,0.0091133688448832,0.0041507744698546,0.0059328526051971
semiconductor,5,overlapping,0,logistic_time_group_ticker,84382,1.0,0.3732348604138865,0.3631492212772237,0.4129172334414565,0.4649484536082474,0.0085091873478021,0.0039563867869314,0.0066011878810776
semiconductor,5,overlapping,0,majority_baseline,84382,1.0,0.3333333333333333,0.2080364373569871,0.0,0.0,,,0.0069307068891876
semiconductor,5,overlapping,0,ridge_current,84382,1.0,0.3454722492799709,0.3256404571010927,0.4022666919575113,0.2498674521354933,0.0039366037724729,0.0049569466631368,0.0102363118562126
semiconductor,5,overlapping,1,logistic_global,15177,1.0,0.362287665009178,0.3444220723763773,0.3615749961697564,0.4343025395656975,0.0129544268199708,0.0085183118479192,0.0050941199730617
semiconductor,5,overlapping,1,logistic_group,15177,1.0,0.3572369774181669,0.3545225289837166,0.3626327557294578,0.4775487670224512,0.012018612211107,0.0102344205621003,0.005846816554884
semiconductor,5,overlapping,1,logistic_time,15177,1.0,0.3568490826458245,0.3430280311157013,0.359854476431509,0.4186602870813397,0.0125690457897394,0.0083011423638839,0.0061921327233025
semiconductor,5,overlapping,1,logistic_time_group,15177,1.0,0.3504773056791616,0.3478908599609869,0.3601349451785212,0.4714758925285241,0.012056814224938,0.0105218124296068,0.0057799702749561
semiconductor,5,overlapping,1,logistic_time_group_ticker,15177,1.0,0.355428929868586,0.3426692309537381,0.3634232121922626,0.5704821494295178,0.0108530638980864,0.0086172755483231,0.0069963973531897
semiconductor,5,overlapping,1,majority_baseline,15177,1.0,0.3333333333333333,0.2138786956651451,0.0,0.0,,,0.0093760790902592
semiconductor,5,overlapping,1,ridge_current,15177,1.0,0.3580784967567239,0.3514509535442547,0.3810633648943918,0.4814133235185867,0.0034859598576106,0.0030857479592374,0.0165606645256065
semiconductor,5,overlapping,2,logistic_global,16269,1.0,0.3882793833613506,0.3708608771961597,0.4145164673799035,0.3034398034398034,0.0033180767732863,0.0045676476625558,0.0041029645672297
semiconductor,5,overlapping,2,logistic_group,16269,1.0,0.3768283631536041,0.3758681045324841,0.4134376789463638,0.3326167076167076,0.0042960783823018,0.0064710136178002,0.0031467300455252
semiconductor,5,overlapping,2,logistic_time,16269,1.0,0.3915407617713336,0.3533842210903222,0.4071604938271605,0.2532248157248157,0.0045066566836859,0.0031709119439332,0.0044452318816657
semiconductor,5,overlapping,2,logistic_time_group,16269,1.0,0.3863520130539277,0.366509620485483,0.4078377762588289,0.2748771498771499,0.0049100458878375,0.0045431817044811,0.0031548159386348
semiconductor,5,overlapping,2,logistic_time_group_ticker,16269,1.0,0.3857487959039705,0.3597551930600897,0.3967013888888889,0.2807125307125307,0.005691394280503,0.0031809153708345,0.0034337002790319
semiconductor,5,overlapping,2,majority_baseline,16269,1.0,0.3333333333333333,0.2032812099461676,0.0,0.0,,,0.0039958023074826
semiconductor,5,overlapping,2,ridge_current,16269,1.0,0.3447462116496029,0.3383106332489378,0.3842739378566899,0.2791769041769041,0.0059234115723719,0.0007485061600338,0.0041361475937184
semiconductor,5,overlapping,3,logistic_global,17025,1.0,0.3641131715841892,0.3491748108017397,0.4459023445902345,0.2825020441537204,0.0026311775252535,-0.0007997441234483,0.0041269825622273
semiconductor,5,overlapping,3,logistic_group,17025,1.0,0.3626642780915832,0.354228952944287,0.4557377049180328,0.3030798582720087,0.0022551580391553,-5.028237111625708e-05,0.0033012097667648
semiconductor,5,overlapping,3,logistic_time,17025,1.0,0.3708975319119753,0.3524841216793365,0.4450061007495206,0.347914963205233,0.0039581188794034,3.7060620725045434e-05,0.0032429280103943
semiconductor,5,overlapping,3,logistic_time_group,17025,1.0,0.3636246565121888,0.3585415741997055,0.4400633184630882,0.416734805124012,0.0041409680866967,-0.0011325043396783,0.0028105946717986
semiconductor,5,overlapping,3,logistic_time_group_ticker,17025,1.0,0.3782356882224624,0.3646626767465107,0.4490641520217174,0.4283183428727173,0.003381224901722,-0.000260234734999,0.0036415296033351
semiconductor,5,overlapping,3,majority_baseline,17025,1.0,0.3333333333333333,0.1994923509638471,0.0,0.0,,,0.0025751767030792
semiconductor,5,overlapping,3,ridge_current,17025,1.0,0.3423128287053432,0.3078825682718195,0.4348041646008924,0.2390297083674025,0.0003153778945831,0.0017090716742798,0.0050884642116295
semiconductor,5,overlapping,4,logistic_global,17823,1.0,0.3841384269893886,0.3592922835903258,0.46408484653704,0.3839914904932854,-0.0007067102451516,0.00383143333184,0.0043359646820459
semiconductor,5,overlapping,4,logistic_group,17823,1.0,0.3775026491159964,0.3635647004864479,0.4634385735318174,0.376678633160484,-0.001228856103555,0.0046339827509247,0.0041135980767256
semiconductor,5,overlapping,4,logistic_time,17823,1.0,0.3816409272169605,0.3631232969902067,0.4696726572528883,0.3891769711474538,-0.0018531220464803,0.0028779938897269,0.0061736414181545
semiconductor,5,overlapping,4,logistic_time_group,17823,1.0,0.3770362883032718,0.3654748838968628,0.4685575364667747,0.3843903736205292,-0.0012313217683366,0.0037632027887622,0.0047060690356583
semiconductor,5,overlapping,4,logistic_time_group_ticker,17823,1.0,0.3858332010476181,0.3712961101801286,0.4634585692228513,0.4789256747772902,-0.0005867247703946,0.0035884990866843,0.0056004999003097
semiconductor,5,overlapping,4,majority_baseline,17823,1.0,0.3333333333333333,0.2025985523095349,0.0,0.0,,,0.0024169322831791
semiconductor,5,overlapping,4,ridge_current,17823,1.0,0.3585972142462442,0.3011726733956049,0.4395104895104895,0.1671320303151176,-0.0037840068506989,0.0024089733110395,0.0050937516603654
semiconductor,5,overlapping,5,logistic_global,18088,1.0,0.3692876230864994,0.3441498466967721,0.4055779885435252,0.6044786564030791,0.019925684884157,0.0119943371124912,0.0097029364908588
semiconductor,5,overlapping,5,logistic_group,18088,1.0,0.3590813073797533,0.3408317368449265,0.4003691658609475,0.6375087473757872,0.0194559629694528,0.0107497459132031,0.0101687147121857
semiconductor,5,overlapping,5,logistic_time,18088,1.0,0.3554131600079082,0.3513083812861191,0.393836367624479,0.5025892232330301,0.0190575102466489,0.0106458431264667,0.0136978296687656
semiconductor,5,overlapping,5,logistic_time_group,18088,1.0,0.3432920601091255,0.3366257097445213,0.3910386965376782,0.5643107067879636,0.0184130165974744,0.0089876664870945,0.0134853895507301
semiconductor,5,overlapping,5,logistic_time_group_ticker,18088,1.0,0.3546945727551985,0.34616011487517,0.3984882256032561,0.5755073477956613,0.0181588783665953,0.012535190128647,0.0134825135858837
semiconductor,5,overlapping,5,majority_baseline,18088,1.0,0.3333333333333333,0.2201651423704965,0.0,0.0,,,0.0160658492468545
semiconductor,5,overlapping,5,ridge_current,18088,1.0,0.3608528952143557,0.2975369109206653,0.3995381062355658,0.1452764170748775,0.0156313898956011,0.0126328026413866,0.0196883590027293
semiconductor,5,non_overlapping,0,logistic_global,16928,1.0,0.3767278795663987,0.364404453336316,0.4287675411836485,0.4131393298059965,0.0084096704912382,0.0040974118375591,0.0082310706561774
semiconductor,5,non_overlapping,0,logistic_group,16928,1.0,0.3675397337447674,0.3666421585185141,0.4241374332322795,0.4318048206937095,0.0087179097963734,0.004841239094392,0.0068226521813454
semiconductor,5,non_overlapping,0,logistic_time,16928,1.0,0.3738636206020243,0.360136908056315,0.4204741717695086,0.3935920047031158,0.0086248077382481,0.0033268033568276,0.0086696962216614
semiconductor,5,non_overlapping,0,logistic_time_group,16928,1.0,0.3690115878392221,0.3651775569762447,0.4194235411046429,0.434156378600823,0.0088853048295888,0.0031424466875511,0.0074960206315703
semiconductor,5,non_overlapping,0,logistic_time_group_ticker,16928,1.0,0.3735842619246202,0.3644560663160268,0.4207102901001691,0.4753086419753086,0.0085019383683763,0.0036565383175125,0.0078357960668075
semiconductor,5,non_overlapping,0,majority_baseline,16928,1.0,0.3333333333333333,0.2083976285226995,0.0,0.0,,,0.0072924654207226
semiconductor,5,non_overlapping,0,ridge_current,16928,1.0,0.3463214238644025,0.3291660849523066,0.4164914739546835,0.2620517342739565,0.0030072930227935,0.0039313077178649,0.0125179289262147
semiconductor,5,non_overlapping,1,logistic_global,3045,1.0,0.3455701242700099,0.3318582017565529,0.3705062362435803,0.4395126196692776,0.0138752341743794,0.0077788310096945,0.0033188171874224
semiconductor,5,non_overlapping,1,logistic_group,3045,1.0,0.3496028742912458,0.3482329320483165,0.3741403026134801,0.4734551784160139,0.0131099307119038,0.0081207107581418,0.0046506896141951
semiconductor,5,non_overlapping,1,logistic_time,3045,1.0,0.3463243111669996,0.3362424376138693,0.3734848484848485,0.4290687554395126,0.0129332552965711,0.0062514407791722,0.0063111922430155
semiconductor,5,non_overlapping,1,logistic_time_group,3045,1.0,0.3484493772583865,0.3466110743827081,0.3760162601626016,0.4830287206266319,0.0126791026544717,0.0092166714288282,0.0046858465371611
semiconductor,5,non_overlapping,1,logistic_time_group_ticker,3045,1.0,0.3599032163261739,0.3496842187332108,0.3841288096607245,0.5813751087902524,0.011115749252027,0.0050355875108746,0.0072256202830981
semiconductor,5,non_overlapping,1,majority_baseline,3045,1.0,0.3333333333333333,0.2080132550082843,0.0,0.0,,,0.0091674959903469
semiconductor,5,non_overlapping,1,ridge_current,3045,1.0,0.363023862328566,0.3569335890097746,0.4018296973961998,0.4969538729329852,0.0034993218354975,0.0016701032480593,0.0167223661107944
semiconductor,5,non_overlapping,2,logistic_global,3264,1.0,0.3923163471186344,0.3785440892562512,0.4468302658486707,0.332572298325723,0.0001897700194068,0.0036980333346479,0.007239622731138
semiconductor,5,non_overlapping,2,logistic_group,3264,1.0,0.3887522940678119,0.3877157093050481,0.4535211267605634,0.3675799086757991,0.0012991218130439,0.0045111716162765,0.0058417593127685
semiconductor,5,non_overlapping,2,logistic_time,3264,1.0,0.3937627631653186,0.3624017139214094,0.4302325581395348,0.2815829528158295,0.0026075982382067,0.002289982070381,0.007147168335913
semiconductor,5,non_overlapping,2,logistic_time_group,3264,1.0,0.3901887218066636,0.3754533343218324,0.4467168998923573,0.3158295281582953,0.0020706956075913,0.0039669765404357,0.0056139155199825
semiconductor,5,non_overlapping,2,logistic_time_group_ticker,3264,1.0,0.3885291657111063,0.3681991245566243,0.4366492146596858,0.317351598173516,0.0031168795247409,0.0037446056382494,0.0052553253102113
semiconductor,5,non_overlapping,2,majority_baseline,3264,1.0,0.3333333333333333,0.2012121212121212,0.0,0.0,,,0.004159397947516
semiconductor,5,non_overlapping,2,ridge_current,3264,1.0,0.3568474340511494,0.3513317735291153,0.4083503054989816,0.3051750380517504,0.0044393948538642,-0.0008030086363614,0.0059756753282854
semiconductor,5,non_overlapping,3,logistic_global,3416,1.0,0.385989267678942,0.372142530922438,0.4837310195227766,0.3123249299719888,-0.003397173323831,-0.000213623532197,0.0099498468193698
semiconductor,5,non_overlapping,3,logistic_group,3416,1.0,0.377583985827363,0.3711740495502528,0.4768280123583934,0.3242296918767507,-0.0020783693655994,-0.0006909229449597,0.0079731576375865
semiconductor,5,non_overlapping,3,logistic_time,3416,1.0,0.3759418022517447,0.3550615272926281,0.428695652173913,0.3452380952380952,0.0076477848211618,0.0012324948694889,0.0028674917777225
semiconductor,5,non_overlapping,3,logistic_time_group,3416,1.0,0.3706323052406961,0.3632891488831463,0.4232130219391365,0.4187675070028011,0.0072089561913287,-0.0009635699504456,0.0031204497583329
