scope,horizon,sample_mode,fold,specification,sample_count,coverage,balanced_accuracy,macro_f1,down_precision,down_recall,mean_return_predicted_down,mean_return_predicted_neutral,mean_return_predicted_up
all,5,overlapping,1,majority_baseline,66607,1.0,0.3333333333333333,0.2071480067195816,0.0,0.0,,,0.0063407181187032
all,5,overlapping,1,ridge_current,66607,1.0,0.3544757371233671,0.3524884389882496,0.3685641704533257,0.4271615177275554,0.0031903625172842,0.000603563877912,0.0107018689865934
all,5,overlapping,2,logistic_global,74196,1.0,0.3990493261893004,0.3595419042965677,0.4026915682504806,0.2569846110702142,0.0089408307631985,0.0027243669492804,0.0026734639470306
all,5,overlapping,2,logistic_group,74196,1.0,0.3967230446988217,0.3641583419380127,0.4028877005347593,0.2641006765520384,0.0095714738437997,0.0027247693122954,0.0021464618076399
all,5,overlapping,2,logistic_time,74196,1.0,0.398902574799408,0.3373129993945434,0.4015465341066004,0.2038770287797525,0.0098831948186596,0.0023330548179079,0.0037136835810257
all,5,overlapping,2,logistic_time_group,74196,1.0,0.3999235495523618,0.3474184473927739,0.4003493110809237,0.2169523609212325,0.010035728071802,0.0026217876093853,0.0028150159449467
all,5,overlapping,2,logistic_time_group_ticker,74196,1.0,0.4027833912669196,0.3507398047067268,0.4059558344680599,0.2403687734427034,0.0098195066690294,0.0025470248745516,0.0026391683947004
all,5,overlapping,2,majority_baseline,74196,1.0,0.3333333333333333,0.2003419061266561,0.0,0.0,,,0.0042318111433049
all,5,overlapping,2,ridge_current,74196,1.0,0.3424273683650114,0.3372698139203567,0.3559769870019177,0.2928103200476741,0.0060719998202491,0.0018681530201518,0.0042090027392154
all,5,overlapping,3,logistic_global,78662,1.0,0.4066650920978381,0.364519432498779,0.4602552619793999,0.253851616289481,0.0006780069107035,0.0002221588395251,0.0048452011550505
