scope,horizon,sample_mode,fold,specification,sample_count,balanced_accuracy,macro_f1,down_precision,down_recall,down_coverage,mean_return_predicted_down,median_return_predicted_down,mean_mae_predicted_down
software,5,non_overlapping,2,logistic_regime_prior,5853,0.4169675123429039,0.37380881724761555,0.4396743153219837,0.2559241706161137,0.23082180078592174,0.006444463900205427,0.0006042296072508169,-0.06575279712569018
software,5,non_overlapping,2,majority_baseline,5853,0.3333333333333333,0.20086745453821972,0.0,0.0,0.0,,,
software,5,non_overlapping,2,ridge_current,5853,0.34695853738353793,0.33906416346474905,0.3640856672158155,0.2856527358897027,0.3111225012813942,0.004203119380938442,0.0030865885645168234,-0.04349398220728401
software,5,non_overlapping,3,logistic_global,6406,0.4293437014331734,0.3912983359645848,0.4747603833865815,0.28391287734046616,0.24430221667187013,-0.001407116150098789,-0.004874924385296797,-0.07251565306463152
software,5,non_overlapping,3,logistic_regime_prior,6406,0.4234517918203285,0.3871668614937695,0.4731270358306189,0.22200993504012229,0.19169528566968466,-3.406272678638308e-07,-0.00552968218522909,-0.07156984807132512
software,5,non_overlapping,3,majority_baseline,6406,0.3333333333333333,0.20616778089281862,0.0,0.0,0.0,,,
software,5,non_overlapping,3,ridge_current,6406,0.37360128727026276,0.3414910507064532,0.43478260869565216,0.26366068016813143,0.24773649703403058,-0.002294785225920303,-0.0029795158286779477,-0.047938518798458785
software,5,non_overlapping,4,logistic_global,6559,0.3958033265018663,0.3297371741818689,0.40516206482593037,0.2810158201498751,0.25400213447171827,0.01748203032216426,0.005627947272622613,-0.06488199670873958
software,5,non_overlapping,4,logistic_regime_prior,6559,0.3887548008979846,0.31438864282386825,0.38776758409785933,0.2639467110741049,0.24927580423845097,0.02033990145402168,0.010179480310742006,-0.06424533287498745
software,5,non_overlapping,4,majority_baseline,6559,0.3333333333333333,0.20797929997552364,0.0,0.0,0.0,,,
