scope,horizon,regime,regime_version,regime_start,regime_end,specification,sample_count,coverage,balanced_accuracy,macro_f1,down_precision,down_recall,mean_return_predicted_down,mean_return_predicted_neutral,mean_return_predicted_up,return_mae,rank_ic,sample_mode,accuracy,up_precision,up_recall,fold_win_rate_vs_ridge_current,comparable_fold_count
all,5,correction,market_regime_v1,2020-03-03,2026-03-31,majority_baseline,11353,1.0,0.3333333333333333,0.22076901928439574,0.0,0.0,,,0.008185680555607621,,,non_overlapping,0.49511142429313837,0.49511142429313837,1.0,0.0,4
all,5,correction,market_regime_v1,2020-03-03,2026-03-31,ridge_current,11353,1.0,0.356832008459099,0.3332205183652896,0.37361061312298316,0.2535896811876369,0.002502019351358915,0.003234850929813236,0.016327823735826443,0.06614727821074436,0.09779871684521606,non_overlapping,0.3591121289526997,0.5401213755900203,0.4275040028464686,,0
all,5,correction,market_regime_v1,2020-03-03,2026-03-31,ridge_decay_market,11353,1.0,0.3607997534296594,0.3431616159324727,0.37773243952200525,0.31540520807982475,0.003942107535102246,0.0029477933542453798,0.016023193737391077,0.06884045047350144,0.07588917601696764,non_overlapping,0.36827270325024225,0.5379052950781432,0.4102472869596157,0.5,4
all,5,correction,market_regime_v1,2020-03-03,2026-03-31,ridge_decay_only,11353,1.0,0.35637271199621096,0.341029699525271,0.37734217353704236,0.3185689948892675,0.003406021286211139,0.004475825970980087,0.015084421237355058,0.06902986793305738,0.0784231628980265,non_overlapping,0.3675680436888928,0.5356481481481481,0.4116705212595624,0.25,4
all,5,correction,market_regime_v1,2020-03-03,2026-03-31,ridge_decay_volume,11353,1.0,0.3604398108142783,0.34313098054202223,0.3790906458152331,0.3185689948892675,0.003603597289359923,0.003521997560205313,0.015858617185886163,0.06879211124653455,0.07687475262332817,non_overlapping,0.3681846208050735,0.537830873740923,0.40846824408468246,0.5,4
all,5,range_bound,market_regime_v1,2020-04-15,2026-07-14,logistic_decay_market,6341,1.0,0.3592974338589509,0.35609803978510385,0.3568486096807415,0.28875,0.014945590234824817,0.0033002000518889936,0.0031256299180810964,,,non_overlapping,0.39220943068916575,0.4549805563864792,0.5191126279863482,0.25,4
all,5,range_bound,market_regime_v1,2020-04-15,2026-07-14,majority_baseline,6341,1.0,0.3333333333333333,0.21069284147700715,0.0,0.0,,,0.006774692999048995,,,non_overlapping,0.46207222835514905,0.46207222835514905,1.0,0.25,4
all,5,range_bound,market_regime_v1,2020-04-15,2026-07-14,ridge_current,6341,1.0,0.3602121262247248,0.3211927600454008,0.3421461897356143,0.18333333333333332,0.00725180506061972,0.006143683654192289,0.007107825168814556,0.059039117002501834,-0.04035109486714707,non_overlapping,0.3403248698943384,0.4633233532934132,0.4225255972696246,,0
all,5,range_bound,market_regime_v1,2020-04-15,2026-07-14,ridge_decay_market,6341,1.0,0.35038947853475255,0.3285136321421194,0.3630613535736875,0.23916666666666667,0.004238557818546365,0.007408188838517222,0.007786639361739871,0.06040337330010682,-0.002142898121004153,non_overlapping,0.3486831730011039,0.4743052912066997,0.4252559726962457,0.25,4
all,5,range_bound,market_regime_v1,2020-04-15,2026-07-14,ridge_decay_only,6341,1.0,0.34687815429591895,0.3261312092438786,0.3553615960099751,0.2375,0.004068612740081935,0.006438925862708621,0.00869752512402908,0.06044573250464033,-0.0017226026675814683,non_overlapping,0.3469484308468696,0.47562833206397565,0.42627986348122865,0.25,4
all,5,range_bound,market_regime_v1,2020-04-15,2026-07-14,ridge_decay_volume,6341,1.0,0.3533676472904985,0.33046607391431654,0.36727989487516427,0.23291666666666666,0.004134169677566465,0.006835297911088072,0.008229023200609427,0.06030828219573132,0.001737900530993435,non_overlapping,0.3518372496451664,0.47718773373223633,0.4354948805460751,0.25,4
all,5,under_pressure,market_regime_v1,2019-09-26,2026-07-17,logistic_decay_market,16997,1.0,0.3591169465247785,0.3335460628049645,0.4232605729877217,0.17665480427046262,0.00993879387069742,0.0012832920375105026,-0.0007250777058831701,,,non_overlapping,0.405718656233453,0.41932327761924176,0.7192001118724654,0.75,4
all,5,under_pressure,market_regime_v1,2019-09-26,2026-07-17,majority_baseline,16997,1.0,0.3333333333333333,0.1974214565733532,0.0,0.0,,,0.0013271395677911782,,,non_overlapping,0.42072130375948696,0.42072130375948696,1.0,0.5,4
all,5,under_pressure,market_regime_v1,2019-09-26,2026-07-17,ridge_current,16997,1.0,0.3357007885466385,0.2978639975236523,0.3726283835061978,0.2096797153024911,0.0033511053922630906,0.0018568199582957585,-0.0008175993991713643,0.06441910171487038,-0.03635504672402105,non_overlapping,0.30222980525975174,0.4190134529147982,0.3266675989372116,,0
all,5,under_pressure,market_regime_v1,2019-09-26,2026-07-17,ridge_decay_market,16997,1.0,0.33099327571151366,0.300698159573487,0.3609799955046078,0.22861209964412813,0.006952759813549051,0.0009719852117816969,-0.0026051157470376044,0.0665874516899323,-0.06021610489389192,non_overlapping,0.3061716773548273,0.4140149539210572,0.3329604251153685,0.0,4
all,5,under_pressure,market_regime_v1,2019-09-26,2026-07-17,ridge_decay_only,16997,1.0,0.3275805092122011,0.2995014411983458,0.36338482822227347,0.22434163701067616,0.004997591481950905,0.0012377032792781604,-0.0012782889853357458,0.06656402142743013,-0.047231259065629035,non_overlapping,0.30623051126669415,0.41858090862685043,0.34400783107257726,0.25,4
all,5,under_pressure,market_regime_v1,2019-09-26,2026-07-17,ridge_decay_volume,16997,1.0,0.32878786686837275,0.29892442862294916,0.35777126099706746,0.22576512455516015,0.007381337752469515,0.0005285367200467061,-0.0023874123296873774,0.0665458905286847,-0.060720890152287876,non_overlapping,0.30458316173442374,0.4141939961825438,0.3337994686057894,0.0,4
all,5,uptrend,market_regime_v1,2019-09-18,2026-07-10,logistic_decay_market,37311,1.0,0.39543950940320177,0.38551237390709847,0.4269705459226168,0.38780001375421225,0.006735787402237863,0.0027141882717709783,0.005274997074809361,,,non_overlapping,0.39339604942242234,0.43635721849629366,0.3932434151927726,1.0,4
all,5,uptrend,market_regime_v1,2019-09-18,2026-07-10,majority_baseline,37311,1.0,0.3333333333333333,0.1976025696631403,0.0,0.0,,,0.005109919193244936,,,non_overlapping,0.42126986679531503,0.42126986679531503,1.0,0.0,4
all,5,uptrend,market_regime_v1,2019-09-18,2026-07-10,ridge_current,37311,1.0,0.35718438400759883,0.3317460185771519,0.3807088052612349,0.28663778282098895,0.006107760739451819,0.0022405391410646063,0.007953912822893447,0.06005001756399646,-0.002259004354141399,non_overlapping,0.3341105840100775,0.4423552259887006,0.31880646392670825,,0
