scope,horizon,regime,regime_version,regime_start,regime_end,specification,sample_count,coverage,balanced_accuracy,macro_f1,down_precision,down_recall,mean_return_predicted_down,mean_return_predicted_neutral,mean_return_predicted_up,return_mae,rank_ic,sample_mode,accuracy,up_precision,up_recall,fold_win_rate_vs_ridge_current,comparable_fold_count
all,20,range_bound,market_regime_v1,2019-12-03,2026-04-14,ridge_decay_volume,31825,1.0,0.34058524598227863,0.3199647000761976,0.3884297520661157,0.21889554224883567,0.019075963336188082,0.0109252345901189,0.01302833764300755,0.13810342182046673,-0.04916056993283535,overlapping,0.3471170463472113,0.419170884859358,0.48897525973540623,0.75,4
all,20,under_pressure,market_regime_v1,2019-09-24,2026-06-25,logistic_decay_market,78678,1.0,0.3412963111475835,0.30350347968510566,0.35765518462764545,0.13678542400433488,0.044645263919209414,0.011943907261209764,0.017040278588002243,,,overlapping,0.43727598566308246,0.4579878515326119,0.805990656773839,0.25,4
all,20,under_pressure,market_regime_v1,2019-09-24,2026-06-25,majority_baseline,78678,1.0,0.3333333333333333,0.21083185594604928,0.0,0.0,,,0.020785935997043252,,,overlapping,0.4625181117974529,0.4625181117974529,1.0,0.25,4
all,20,under_pressure,market_regime_v1,2019-09-24,2026-06-25,ridge_current,78678,1.0,0.3469242889667081,0.3232011583593975,0.35490554539914687,0.19723652126794908,0.015326182919229762,0.013001292627779229,0.02933787020555405,0.13446116228276508,0.036202129167297856,overlapping,0.35107653982053433,0.48335988167026966,0.466968947513053,,0
all,20,under_pressure,market_regime_v1,2019-09-24,2026-06-25,ridge_decay_market,78678,1.0,0.3418308753351072,0.32402417200148675,0.3457429931253305,0.22141696017339474,0.02247680179666303,0.012651682682315337,0.02557878613596122,0.14097617852819821,0.009329086658953042,overlapping,0.35096214952083177,0.4740287462644087,0.45768068150590824,0.0,4
all,20,under_pressure,market_regime_v1,2019-09-24,2026-06-25,ridge_decay_only,78678,1.0,0.34631572458368737,0.3278609151381143,0.35654642618570476,0.2169127607694392,0.017533691518876716,0.013128256762637357,0.027677523028337595,0.1401143708436551,0.02473236206729003,overlapping,0.3573425862375759,0.4803869783992661,0.4748557295960429,0.5,4
all,20,under_pressure,market_regime_v1,2019-09-24,2026-06-25,ridge_decay_volume,78678,1.0,0.34185818152055286,0.3237061958843439,0.347695766204571,0.21999458141425088,0.022050753640300423,0.012767070554911896,0.025783837120234486,0.14067508499937345,0.011042728000482796,overlapping,0.3506062685884237,0.47367971773275663,0.4574608408903545,0.0,4
all,20,uptrend,market_regime_v1,2019-09-18,2026-06-22,logistic_decay_market,188667,1.0,0.3543373748166463,0.3431391259923919,0.36481297520345396,0.54551297616157,0.03304549387220514,0.008201506325830258,0.011882269836446774,,,overlapping,0.37163361902187453,0.43819480496231716,0.28061768448566415,0.75,4
all,20,uptrend,market_regime_v1,2019-09-18,2026-06-22,majority_baseline,188667,1.0,0.3333333333333333,0.21077749103526933,0.0,0.0,,,0.023077334502838574,,,overlapping,0.4623437061065263,0.4623437061065263,1.0,0.5,4
all,20,uptrend,market_regime_v1,2019-09-18,2026-06-22,ridge_current,188667,1.0,0.335202511162172,0.3221257645268991,0.33749632904153204,0.3118706525930899,0.02078571101965175,0.015135295052481387,0.03251194277773591,0.14285963932981294,-0.01152177804828756,overlapping,0.33619021874519656,0.47456015216357583,0.3546756239324078,,0
all,20,uptrend,market_regime_v1,2019-09-18,2026-06-22,ridge_decay_market,188667,1.0,0.3384778085054186,0.32761280590127023,0.3480958556859046,0.33735163469641355,0.023350914551395808,0.014834571905391685,0.029684917751033466,0.150667944600897,-0.012186463215004413,overlapping,0.3435470962065438,0.47239739245391965,0.3563952355294684,0.5,4
all,20,uptrend,market_regime_v1,2019-09-18,2026-06-22,ridge_decay_only,188667,1.0,0.3364678963423189,0.3265067030070927,0.3424557643942438,0.32868181623412795,0.022306959507044092,0.01495539505474824,0.03032748964595044,0.14948278513088256,-0.013707071487107399,overlapping,0.34345169001468195,0.47195286245133017,0.3654633206846347,0.5,4
all,20,uptrend,market_regime_v1,2019-09-18,2026-06-22,ridge_decay_volume,188667,1.0,0.3387625114295006,0.32776570583198955,0.3484294462311115,0.3388942053618614,0.022917866151688962,0.015173953125819846,0.029899914727350596,0.15062962180644987,-0.011802649424848226,overlapping,0.3435470962065438,0.4729475759011108,0.35484758509211384,0.5,4
all,20,acute_selloff,market_regime_v1,2020-03-10,2024-08-07,logistic_decay_market,613,1.0,0.33264004577044104,0.23447769572915314,0.2857142857142857,0.009389671361502348,0.16330178516218222,0.05587112852820649,0.02547532477286203,,,non_overlapping,0.499184339314845,0.5024875621890548,0.9774193548387097,0.5,2
all,20,acute_selloff,market_regime_v1,2020-03-10,2024-08-07,majority_baseline,613,1.0,0.3333333333333333,0.2239075478512098,0.0,0.0,,,0.027197955497154484,,,non_overlapping,0.5057096247960848,0.5057096247960848,1.0,0.5,2
all,20,acute_selloff,market_regime_v1,2020-03-10,2024-08-07,ridge_current,613,1.0,0.34581924041260703,0.34577619916579766,0.3333333333333333,0.30985915492957744,0.020378185725524724,0.027561390847489885,0.03119620522443989,0.14729287708680375,0.04233996312257228,non_overlapping,0.4078303425774878,0.5060606060606061,0.5387096774193548,,0
all,20,acute_selloff,market_regime_v1,2020-03-10,2024-08-07,ridge_decay_market,613,1.0,0.3074932269843674,0.3058571324758375,0.28431372549019607,0.27230046948356806,0.03448586073339443,0.02102339662333307,0.02454428445790938,0.176346895979416,0.007990057243678485,non_overlapping,0.3556280587275693,0.4847457627118644,0.4612903225806452,0.5,2
all,20,acute_selloff,market_regime_v1,2020-03-10,2024-08-07,ridge_decay_only,613,1.0,0.3146263482928635,0.31322440551960745,0.275,0.25821596244131456,0.03792924468659813,0.004855526933089136,0.027479057792738525,0.17412410007274168,-0.021880721723997347,non_overlapping,0.36867862969004894,0.49201277955271566,0.4967741935483871,0.0,2
all,20,acute_selloff,market_regime_v1,2020-03-10,2024-08-07,ridge_decay_volume,613,1.0,0.31267942181163444,0.3104113671150121,0.27807486631016043,0.24413145539906103,0.034948501569549754,0.005184364255839404,0.02988354728780921,0.17713112344752116,0.04817159579530225,non_overlapping,0.3719412724306688,0.4984423676012461,0.5161290322580645,0.0,2
all,20,correction,market_regime_v1,2020-04-07,2026-03-26,logistic_decay_market,2630,1.0,0.32848983777776347,0.264701767857387,0.2863636363636364,0.06548856548856549,0.0920534077029597,-0.011249321106830568,0.031833073335744116,,,non_overlapping,0.4779467680608365,0.49581589958158995,0.8936651583710408,0.5,4
all,20,correction,market_regime_v1,2020-04-07,2026-03-26,majority_baseline,2630,1.0,0.3333333333333333,0.22345803842264914,0.0,0.0,,,0.03654289298286805,,,non_overlapping,0.5041825095057034,0.5041825095057034,1.0,0.5,4
all,20,correction,market_regime_v1,2020-04-07,2026-03-26,ridge_current,2630,1.0,0.3790363356926824,0.34320220184621614,0.3875,0.16112266112266113,0.011203453167582892,0.014425623213872153,0.055205655800274686,0.13414644999331704,0.1099305364996653,non_overlapping,0.4098859315589354,0.5445816186556928,0.5987933634992458,,0
all,20,correction,market_regime_v1,2020-04-07,2026-03-26,ridge_decay_market,2630,1.0,0.3647350613294886,0.3448104392169851,0.37662337662337664,0.21101871101871103,0.0273219112599163,0.020693949792676383,0.0471043790091433,0.1495197484248157,0.050830393272665225,non_overlapping,0.40760456273764256,0.5294525294525294,0.5761689291101055,0.25,4
all,20,correction,market_regime_v1,2020-04-07,2026-03-26,ridge_decay_only,2630,1.0,0.36463565256134917,0.3432104951191464,0.35977859778597787,0.20270270270270271,0.027249367464137933,0.024476620748168476,0.04522574034817151,0.1494464836703996,0.039588647857743436,non_overlapping,0.4053231939163498,0.5236787920384351,0.5754147812971342,0.5,4
all,20,correction,market_regime_v1,2020-04-07,2026-03-26,ridge_decay_volume,2630,1.0,0.36513782179416854,0.34248198656154577,0.371868978805395,0.20062370062370063,0.03144494097209086,0.0221088771735262,0.045010705988957726,0.14828128872504442,0.03624166304103372,non_overlapping,0.40418250950570345,0.5255878284923928,0.5731523378582202,0.25,4
all,20,range_bound,market_regime_v1,2020-04-16,2026-04-14,logistic_decay_market,1591,1.0,0.3822459135943626,0.3411589331993463,0.4866666666666667,0.12106135986733002,0.03522366827050947,0.0036631837375608305,0.03737409845210489,,,non_overlapping,0.48271527341294784,0.4896449704142012,0.8909825033647375,0.6666666666666666,3
all,20,range_bound,market_regime_v1,2020-04-16,2026-04-14,majority_baseline,1591,1.0,0.3333333333333333,0.212225078548986,0.0,0.0,,,0.03528557806440298,,,non_overlapping,0.46700188560653677,0.46700188560653677,1.0,0.0,3
all,20,range_bound,market_regime_v1,2020-04-16,2026-04-14,ridge_current,1591,1.0,0.36240291661149304,0.33499948739128477,0.4090909090909091,0.23880597014925373,0.007907272120440394,0.03999523126559404,0.04579966390070718,0.12027992184871342,0.04444275267658182,non_overlapping,0.35512256442489,0.4854961832061069,0.42799461641991926,,0
all,20,range_bound,market_regime_v1,2020-04-16,2026-04-14,ridge_decay_market,1591,1.0,0.35429565472582464,0.34294413776901794,0.42035398230088494,0.3150912106135987,0.010593270526344865,0.026894505039813662,0.06025739583242156,0.11939121529892859,0.0909223549251618,non_overlapping,0.366436203645506,0.5040257648953301,0.42126514131897713,0.3333333333333333,3
all,20,range_bound,market_regime_v1,2020-04-16,2026-04-14,ridge_decay_only,1591,1.0,0.36747152679909584,0.3522553609937365,0.41005802707930367,0.351575456053068,0.011911474548031093,0.03682690320171649,0.05505947019557935,0.11990601482308354,0.10300730144607216,non_overlapping,0.3714644877435575,0.5087412587412588,0.3916554508748318,0.6666666666666666,3
all,20,range_bound,market_regime_v1,2020-04-16,2026-04-14,ridge_decay_volume,1591,1.0,0.3532915378731482,0.340772959740326,0.4132762312633833,0.3200663349917081,0.013477806107392642,0.02574209060214428,0.06065212300865949,0.11991882158026855,0.08430782018996753,non_overlapping,0.3620364550597109,0.5025041736227045,0.40511440107671604,0.3333333333333333,3
all,20,under_pressure,market_regime_v1,2020-09-16,2026-06-23,logistic_decay_market,5012,1.0,0.3352806277879443,0.2989038498230486,0.30926430517711173,0.12541436464088399,0.06342770298323246,0.01576733043475428,0.020347117188419358,,,non_overlapping,0.43136472466081405,0.45984680009883866,0.7942808365343577,0.5,4
all,20,under_pressure,market_regime_v1,2020-09-16,2026-06-23,majority_baseline,5012,1.0,0.3333333333333333,0.2123725356900068,0.0,0.0,,,0.0264451258143763,,,non_overlapping,0.4674780526735834,0.4674780526735834,1.0,0.25,4
all,20,under_pressure,market_regime_v1,2020-09-16,2026-06-23,ridge_current,5012,1.0,0.3453069966184776,0.32385891957011775,0.338477366255144,0.18176795580110497,0.022954396821632826,0.021153462682868256,0.03138954021685137,0.14027095446641283,0.009542717293640401,non_overlapping,0.3577414205905826,0.4764462809917355,0.49210413999146396,,0
all,20,under_pressure,market_regime_v1,2020-09-16,2026-06-23,ridge_decay_market,5012,1.0,0.3318629884405037,0.31222284991771593,0.3058712121212121,0.17845303867403314,0.0412717835505208,0.021118995284312585,0.0233439117691311,0.15103222803427316,-0.05071656357300178,non_overlapping,0.3433758978451716,0.45170571311138513,0.46905676483141273,0.25,4
all,20,under_pressure,market_regime_v1,2020-09-16,2026-06-23,ridge_decay_only,5012,1.0,0.3416522040661037,0.3196572190448032,0.31306081754735793,0.1734806629834254,0.03365104684976928,0.02031749618960328,0.027303043476958586,0.15019891742245975,-0.037403848509189354,non_overlapping,0.3531524341580207,0.46091861402095086,0.48826291079812206,0.25,4
all,20,under_pressure,market_regime_v1,2020-09-16,2026-06-23,ridge_decay_volume,5012,1.0,0.33276162843160206,0.31302727126890034,0.31100478468899523,0.17955801104972377,0.04130633927296445,0.02275461300945867,0.02238968119357828,0.1509288016622897,-0.050168857641585136,non_overlapping,0.34417398244213887,0.45118949958982774,0.4694835680751174,0.0,4
all,20,uptrend,market_regime_v1,2019-09-18,2026-06-22,logistic_decay_market,8965,1.0,0.3475789583899676,0.338766107730404,0.3587939698492462,0.5323590814196242,0.027258222398597928,0.005253472813598909,0.008135910331712922,,,non_overlapping,0.36620189626324595,0.4273921200750469,0.28186092551348674,0.75,4
all,20,uptrend,market_regime_v1,2019-09-18,2026-06-22,majority_baseline,8965,1.0,0.3333333333333333,0.20713516838382284,0.0,0.0,,,0.0183215514718414,,,non_overlapping,0.45075292805354156,0.45075292805354156,1.0,0.75,4
all,20,uptrend,market_regime_v1,2019-09-18,2026-06-22,ridge_current,8965,1.0,0.32202174290356433,0.31376745705819936,0.337109614206981,0.3283626603042052,0.01909095236567623,0.023145037476978818,0.013611542064667834,0.14635265982685366,-0.052479010427893595,non_overlapping,0.3278304517568321,0.43469971401334606,0.33853006681514475,,0
all,20,uptrend,market_regime_v1,2019-09-18,2026-06-22,ridge_decay_market,8965,1.0,0.3244880100878162,0.3177042101462344,0.3423913043478261,0.33820459290187893,0.023635971961638805,0.01756999511967386,0.013424446344943693,0.15495607879006765,-0.04724453256934339,non_overlapping,0.3337423312883436,0.43682086308599816,0.348181143281366,0.75,4
all,20,uptrend,market_regime_v1,2019-09-18,2026-06-22,ridge_decay_only,8965,1.0,0.3292427148731632,0.3226361901005375,0.3467065868263473,0.3453623620638234,0.02183978575054243,0.02027841787034103,0.013299492392750774,0.15378112084889106,-0.04569610900406876,non_overlapping,0.3390964863357501,0.43790248390064396,0.35337787676317745,0.75,4
all,20,uptrend,market_regime_v1,2019-09-18,2026-06-22,ridge_decay_volume,8965,1.0,0.32700816186130427,0.3195976876733311,0.3445681613000301,0.3414852371011035,0.023168865391891932,0.018128502547612634,0.013411655146284372,0.15523435623391757,-0.04621629387699675,non_overlapping,0.33496932515337424,0.43844221105527637,0.34545904479089334,0.75,4
other,5,acute_selloff,market_regime_v1,2020-02-25,2025-04-08,logistic_decay_market,4195,1.0,0.3275916700486266,0.2883258499613366,0.3181076672104405,0.1379066478076379,0.04565393906771407,0.0218355662918413,0.006355872665848828,,,overlapping,0.49106078665077474,0.5231116121758738,0.8282016956715752,0.0,4
other,5,acute_selloff,market_regime_v1,2020-02-25,2025-04-08,majority_baseline,4195,1.0,0.3333333333333333,0.23213175885643256,0.0,0.0,,,0.01222381647696376,,,overlapping,0.534207389749702,0.534207389749702,1.0,0.0,4
other,5,acute_selloff,market_regime_v1,2020-02-25,2025-04-08,ridge_current,4195,1.0,0.3602254899423773,0.1985388429941856,0.25,0.021216407355021217,0.018575904084149806,0.009186736993378986,0.022996307008534313,0.07732092479813302,0.061699416607213245,overlapping,0.23146603098927293,0.5778834720570749,0.21686746987951808,,0
other,5,acute_selloff,market_regime_v1,2020-02-25,2025-04-08,ridge_decay_market,4195,1.0,0.37366588255689215,0.24361899245225782,0.31797235023041476,0.048797736916548796,0.044784051320566474,0.013935128637761869,0.003605142981234204,0.07799153276044102,-0.009619224570705975,overlapping,0.2798569725864124,0.5160089352196575,0.3092369477911647,0.25,4
other,5,acute_selloff,market_regime_v1,2020-02-25,2025-04-08,ridge_decay_only,4195,1.0,0.3684080131095917,0.22127574520130308,0.2645739910313901,0.04172560113154172,0.034492163845069895,0.005666263091799102,0.02753427199510445,0.0773974099476663,0.0598481962463931,overlapping,0.25029797377830754,0.5695020746887967,0.24497991967871485,1.0,4
other,5,acute_selloff,market_regime_v1,2020-02-25,2025-04-08,ridge_decay_volume,4195,1.0,0.3744149840495619,0.23321665124122185,0.28708133971291866,0.042432814710042434,0.03280834154150734,0.0056413205317691765,0.025877172099164014,0.07728538922464304,0.0611013061668499,overlapping,0.265792610250298,0.5728782287822878,0.27710843373493976,0.75,4
other,5,correction,market_regime_v1,2020-03-02,2026-03-31,logistic_decay_market,21984,1.0,0.34603570007308754,0.3230680172838179,0.37370753323485967,0.1860294117647059,0.014232293587348658,-0.0005324426685838771,0.0028352783795760565,,,overlapping,0.4353165938864629,0.4660482599733236,0.7499512195121951,0.25,4
other,5,correction,market_regime_v1,2020-03-02,2026-03-31,majority_baseline,21984,1.0,0.3333333333333333,0.2119914789766499,0.0,0.0,,,0.004722358534106621,,,overlapping,0.4662481804949054,0.4662481804949054,1.0,0.0,4
other,5,correction,market_regime_v1,2020-03-02,2026-03-31,ridge_current,21984,1.0,0.36421670562347347,0.20547361593549474,0.4795417348608838,0.03590686274509804,-0.005322928003305368,0.003850417717781057,0.011022873172814356,0.05154347390095746,0.054103732224466565,overlapping,0.23685407569141192,0.5055008685581934,0.17034146341463416,,0
other,5,correction,market_regime_v1,2020-03-02,2026-03-31,ridge_decay_market,21984,1.0,0.36332129140253516,0.21859656125730278,0.42885181550539747,0.05355392156862745,0.007036637758748353,0.005160117185391899,0.002227022689051759,0.05182681570214532,0.03628173835794528,overlapping,0.24395014556040756,0.4769895753877447,0.18302439024390244,0.5,4
other,5,correction,market_regime_v1,2020-03-02,2026-03-31,ridge_decay_only,21984,1.0,0.3636328951205507,0.21735051302227473,0.42714570858283435,0.052450980392156864,0.008997210388022802,0.004819717603256895,0.0031841980720947764,0.05188145159657736,0.015446729673472008,overlapping,0.24313136826783116,0.4785418821096174,0.18058536585365853,0.5,4
other,5,correction,market_regime_v1,2020-03-02,2026-03-31,ridge_decay_volume,21984,1.0,0.3642103373184889,0.21982654253700762,0.44357976653696496,0.05588235294117647,0.005272140399973387,0.004712809436948016,0.004618550496061029,0.051842270342332984,0.03290685376038387,overlapping,0.24463245997088792,0.4823134521043119,0.18224390243902439,0.5,4
other,5,range_bound,market_regime_v1,2019-12-03,2026-07-14,logistic_decay_market,12208,1.0,0.3828841350074153,0.37296259820639505,0.37819164914388703,0.2937470835277648,0.011779286314128947,0.003532849814202164,0.008549283166775449,,,overlapping,0.3911369593709043,0.46677356137537857,0.4666904168151051,1.0,4
other,5,range_bound,market_regime_v1,2019-12-03,2026-07-14,majority_baseline,12208,1.0,0.3333333333333333,0.2100026184865148,0.0,0.0,,,0.008088029001313082,,,overlapping,0.4598623853211009,0.4598623853211009,1.0,0.0,4
other,5,range_bound,market_regime_v1,2019-12-03,2026-07-14,ridge_current,12208,1.0,0.35997542605046595,0.2003292966132523,0.3448275862068966,0.006999533364442371,0.016670252286201906,0.007724167149669301,0.00945478409723139,0.04206227564095215,-0.0061751554061180314,overlapping,0.2518020969855832,0.4553613604156826,0.17171357320983255,,0
other,5,range_bound,market_regime_v1,2019-12-03,2026-07-14,ridge_decay_market,12208,1.0,0.3693949814220611,0.22788130557311495,0.38242894056847543,0.03453103126458236,0.017659656121447043,0.00600141093929325,0.015338467694591518,0.04197149397462657,0.02059945572058434,overlapping,0.26802096985583224,0.488641425389755,0.19540434627716424,0.75,4
other,5,range_bound,market_regime_v1,2019-12-03,2026-07-14,ridge_decay_only,12208,1.0,0.36465195659731037,0.21726967547364082,0.38571428571428573,0.012599160055996267,0.014494314430700265,0.006516278826787343,0.013847313774480011,0.04192233276525177,0.018743097589965885,overlapping,0.26515399737876805,0.4734279918864097,0.2078731742073388,0.75,4
other,5,range_bound,market_regime_v1,2019-12-03,2026-07-14,ridge_decay_volume,12208,1.0,0.364499424378593,0.21584126350604604,0.3556701030927835,0.016098926738217452,0.01910088974418673,0.0060477461291095335,0.01583578788000015,0.04194619469722502,0.023254249490055928,overlapping,0.2624508519003932,0.4816272965879265,0.19611685073031707,0.75,4
other,5,under_pressure,market_regime_v1,2019-09-24,2026-07-17,logistic_decay_market,31080,1.0,0.3615968112811889,0.34639494769601614,0.39464993394980186,0.20046971984566347,0.00819867275849642,0.001353584708489141,0.001450907832518776,,,overlapping,0.38883526383526384,0.41967861043215976,0.6168310020637469,0.75,4
other,5,under_pressure,market_regime_v1,2019-09-24,2026-07-17,majority_baseline,31080,1.0,0.3333333333333333,0.19749564114756699,0.0,0.0,,,0.002747576973058315,,,overlapping,0.4209459459459459,0.4209459459459459,1.0,0.0,4
other,5,under_pressure,market_regime_v1,2019-09-24,2026-07-17,ridge_current,31080,1.0,0.35376084139042474,0.18468814268071385,0.3675373134328358,0.016524073142090253,0.0049024428354304365,0.002635456371526808,0.0032935032114650227,0.0418133633262211,-0.016798866541272797,overlapping,0.23645431145431145,0.43577848651783124,0.1148819078193075,,0
other,5,under_pressure,market_regime_v1,2019-09-24,2026-07-17,ridge_decay_market,31080,1.0,0.35407816237611783,0.1934877081069859,0.3730886850152905,0.02046636470390874,0.007679617189313939,0.00234258253197763,0.004684705745903928,0.04183361257058571,-0.006721177732424097,overlapping,0.24108751608751608,0.4423274974253347,0.13131544752732555,0.75,4
other,5,under_pressure,market_regime_v1,2019-09-24,2026-07-17,ridge_decay_only,31080,1.0,0.35554218767486495,0.19321388710725862,0.3511111111111111,0.01987921489682939,0.006271150490705595,0.002341510294234723,0.004983451785148956,0.041814897292040173,-0.005617791343375573,overlapping,0.24147361647361648,0.44977471508083755,0.12971031109072842,0.75,4
other,5,under_pressure,market_regime_v1,2019-09-24,2026-07-17,ridge_decay_volume,31080,1.0,0.3550224998982006,0.19398094843995073,0.36585365853658536,0.02264720684448918,0.005119174790806006,0.002379163301371578,0.004893341551190559,0.041816964493088436,-0.002019205604605318,overlapping,0.24134491634491634,0.4472,0.1281816097225407,0.75,4
other,5,uptrend,market_regime_v1,2019-09-18,2026-07-10,logistic_decay_market,73229,1.0,0.38334906317840695,0.36464279786823967,0.39129866166790184,0.33004853654949257,0.007575109838632276,0.002332513462041871,0.002790230973301147,,,overlapping,0.3643228775485122,0.4125308874649244,0.32730776899049646,1.0,4
other,5,uptrend,market_regime_v1,2019-09-18,2026-07-10,majority_baseline,73229,1.0,0.3333333333333333,0.19417425613529093,0.0,0.0,,,0.004124000977902322,,,overlapping,0.41095740758442695,0.41095740758442695,1.0,0.0,4
other,5,uptrend,market_regime_v1,2019-09-18,2026-07-10,ridge_current,73229,1.0,0.35233733675348683,0.18532903111097218,0.3592814371257485,0.01764965436093543,0.023871171788599668,0.003490108520228337,0.006508386320867564,0.04017609572194272,-0.04192220256407392,overlapping,0.25052916194403857,0.43457061969172694,0.0918123213929687,,0
other,5,uptrend,market_regime_v1,2019-09-18,2026-07-10,ridge_decay_market,73229,1.0,0.35722907954355637,0.20900565942516644,0.37017696547722656,0.04691866450948669,0.014543421233061626,0.0029211489885385524,0.009490461697464482,0.04038751170421456,-0.04544049322839026,overlapping,0.26090756394324655,0.4351573187414501,0.10570213331561108,0.5,4
other,5,uptrend,market_regime_v1,2019-09-18,2026-07-10,ridge_decay_only,73229,1.0,0.3544104149414013,0.19837163286454418,0.344331641285956,0.029930872187086337,0.026382575990543552,0.0030732994218521177,0.006022879978255944,0.040341456984309035,-0.046366075110946814,overlapping,0.2561280367067692,0.42274446245272823,0.10400744334418821,0.5,4
other,5,uptrend,market_regime_v1,2019-09-18,2026-07-10,ridge_decay_volume,73229,1.0,0.35600694905568514,0.20365791919846132,0.3522727272727273,0.036475952345933225,0.01815140522543338,0.002880924234962086,0.009335378251842002,0.04035659603987987,-0.04521494664554996,overlapping,0.2587226372065712,0.43206558258298616,0.106831926629893,0.5,4
other,5,acute_selloff,market_regime_v1,2020-02-26,2025-04-07,logistic_decay_market,960,1.0,0.28305344126293747,0.23459332460785373,0.23333333333333334,0.11797752808988764,0.09470338065704034,-0.0023987075652648904,-0.005137552053366932,,,non_overlapping,0.39791666666666664,0.4370179948586118,0.7311827956989247,0.3333333333333333,3
other,5,acute_selloff,market_regime_v1,2020-02-26,2025-04-07,majority_baseline,960,1.0,0.3333333333333333,0.21754385964912282,0.0,0.0,,,0.013588328755851312,,,non_overlapping,0.484375,0.484375,1.0,0.6666666666666666,3
other,5,acute_selloff,market_regime_v1,2020-02-26,2025-04-07,ridge_current,960,1.0,0.3504571044143301,0.21606547050806454,0.40540540540540543,0.042134831460674156,-0.002280654966981569,0.016677723832851623,0.006385181749549494,0.07934350512327826,0.05651936200017577,non_overlapping,0.240625,0.4909090909090909,0.23225806451612904,,0
other,5,acute_selloff,market_regime_v1,2020-02-26,2025-04-07,ridge_decay_market,960,1.0,0.3564928122742835,0.23999833841454976,0.3387096774193548,0.05898876404494382,0.0871823959634397,0.018275415175437227,-0.011359165134220302,0.08075051751124329,-0.07444097161563759,non_overlapping,0.26458333333333334,0.44594594594594594,0.2838709677419355,0.6666666666666666,3
other,5,acute_selloff,market_regime_v1,2020-02-26,2025-04-07,ridge_decay_only,960,1.0,0.3586084666156166,0.23611661747099819,0.2808988764044944,0.0702247191011236,0.04558117133654035,0.010293773693127685,0.010386637584135881,0.08025433581580096,-0.040795807070103156,non_overlapping,0.25416666666666665,0.47280334728033474,0.24301075268817204,1.0,3
other,5,acute_selloff,market_regime_v1,2020-02-26,2025-04-07,ridge_decay_volume,960,1.0,0.3551713612799503,0.22955920001257346,0.25757575757575757,0.047752808988764044,0.05444053323522217,0.013280762335412484,0.00400382319454596,0.08033461020060245,-0.03466538863431926,non_overlapping,0.25416666666666665,0.4674329501915709,0.2623655913978495,0.6666666666666666,3
other,5,correction,market_regime_v1,2020-03-05,2026-03-31,logistic_decay_market,4311,1.0,0.3501215098411907,0.32807142538716366,0.37593984962406013,0.200133422281521,0.01034696061082317,-0.0031304114019658994,0.007181416272705838,,,non_overlapping,0.44931570401299004,0.4871237977040025,0.7606589147286822,0.0,4
other,5,correction,market_regime_v1,2020-03-05,2026-03-31,majority_baseline,4311,1.0,0.3333333333333333,0.21584313725490198,0.0,0.0,,,0.007073709094826653,,,non_overlapping,0.47877522616562285,0.47877522616562285,1.0,0.0,4
other,5,correction,market_regime_v1,2020-03-05,2026-03-31,ridge_current,4311,1.0,0.36320676703674853,0.20815311811117176,0.504424778761062,0.03802535023348899,0.0021073470928352684,0.0065864170327392365,0.010609335216177507,0.04942949897178804,0.06777345507795803,non_overlapping,0.24449083739271632,0.5092592592592593,0.15988372093023256,,0
other,5,correction,market_regime_v1,2020-03-05,2026-03-31,ridge_decay_market,4311,1.0,0.3644647646142259,0.2253557075265796,0.42021276595744683,0.052701801200800535,0.001064745316777627,0.006476077975959042,0.011358847396291073,0.04962720536133729,0.06865486847510076,non_overlapping,0.255393180236604,0.5190217391304348,0.18507751937984496,0.75,4
other,5,correction,market_regime_v1,2020-03-05,2026-03-31,ridge_decay_only,4311,1.0,0.3633555878487292,0.22105425687872773,0.43312101910828027,0.04536357571714476,-0.0023512254191542124,0.0070728968109631425,0.009026900692206904,0.04966598578642096,0.05605153871225885,non_overlapping,0.25353746230572954,0.5032938076416338,0.18507751937984496,0.5,4
other,5,correction,market_regime_v1,2020-03-05,2026-03-31,ridge_decay_volume,4311,1.0,0.3627289258719104,0.22197994983084857,0.42613636363636365,0.05003335557038025,0.0012874600344848673,0.006539208084413999,0.010955817540879764,0.049641880308657495,0.06757954490943073,non_overlapping,0.2528415680816516,0.5116279069767442,0.1812015503875969,0.5,4
other,5,range_bound,market_regime_v1,2020-04-16,2026-04-14,logistic_decay_market,2410,1.0,0.35517605205882025,0.3410905595086811,0.3463338533541342,0.24943820224719102,0.014103968732437296,0.0016902050155338819,0.0007306793146839311,,,non_overlapping,0.35311203319502077,0.4114963503649635,0.42228464419475653,0.5,4
other,5,range_bound,market_regime_v1,2020-04-16,2026-04-14,majority_baseline,2410,1.0,0.3333333333333333,0.20471535365152385,0.0,0.0,,,0.004555591892879749,,,non_overlapping,0.44315352697095434,0.44315352697095434,1.0,0.25,4
other,5,range_bound,market_regime_v1,2020-04-16,2026-04-14,ridge_current,2410,1.0,0.3666589329709544,0.2020071835473809,0.5,0.006741573033707865,0.012021094556551556,0.004767338531029715,0.0033683819262342153,0.04450201527034182,-0.03180340454769425,non_overlapping,0.25228215767634854,0.4379391100702576,0.1750936329588015,,0
