variant,horizon,fold,group,regime,sample_count,support_hold_rate,support_break_rate,first_bounce_delay,maximum_favorable_excursion,maximum_adverse_excursion,final_return,eligible_count,unavailable_count,max_adverse_excursion,sample_mode,regime_scope,comparison_scope
historical_demand_only,5,1,other,uptrend,6598,0.5309184601394362,0.46908153986056383,1.8162926018287615,0.02813121466158965,-0.031513427489058866,-0.0032505705107952446,84731,28572,-0.031513427489058866,overlapping,observed,all_eligible
historical_demand_only,5,1,semiconductor,acute_selloff,81,0.5555555555555556,0.4444444444444444,0.8928571428571429,0.06415997176619444,-0.046527791445434785,0.011096945278367248,46622,16969,-0.046527791445434785,overlapping,observed,all_eligible
historical_demand_only,5,1,semiconductor,correction,828,0.5193236714975845,0.4806763285024155,1.3375,0.0523852222464816,-0.05181734873670884,0.0021288957462479597,46622,16969,-0.05181734873670884,overlapping,observed,all_eligible
historical_demand_only,5,1,semiconductor,range_bound,905,0.6585635359116022,0.3414364640883978,1.505691056910569,0.06102123704665034,-0.031741275188261336,0.027349540076946253,46622,16969,-0.031741275188261336,overlapping,observed,all_eligible
historical_demand_only,5,1,semiconductor,under_pressure,1383,0.4511930585683297,0.5488069414316703,1.3020527859237536,0.045708719639927925,-0.05099380223470097,-0.0025845938559534375,46622,16969,-0.05099380223470097,overlapping,observed,all_eligible
historical_demand_only,5,1,semiconductor,uptrend,3579,0.4886839899413244,0.5113160100586757,1.589928057553957,0.03903866900133752,-0.04268073909647939,-0.004179378204131317,46622,16969,-0.04268073909647939,overlapping,observed,all_eligible
historical_demand_only,5,1,software,acute_selloff,80,0.6125,0.3875,1.0178571428571428,0.07956988521063399,-0.0517170452529757,0.03297212164492514,75958,30391,-0.0517170452529757,overlapping,observed,all_eligible
historical_demand_only,5,1,software,correction,1301,0.509607993850884,0.49039200614911604,1.5310650887573964,0.04554315047654722,-0.04884854702957328,0.0015037997814713357,75958,30391,-0.04884854702957328,overlapping,observed,all_eligible
historical_demand_only,5,1,software,range_bound,1188,0.6439393939393939,0.3560606060606061,1.5451713395638629,0.04732696267644353,-0.039439911428031625,0.01081928319531738,75958,30391,-0.039439911428031625,overlapping,observed,all_eligible
historical_demand_only,5,1,software,under_pressure,2227,0.526268522676246,0.4737314773237539,1.5338208409506398,0.0463687238457213,-0.042572508416512174,0.0052385920806611655,75958,30391,-0.042572508416512174,overlapping,observed,all_eligible
historical_demand_only,5,1,software,uptrend,4892,0.5609157808667212,0.43908421913327883,1.7846003898635479,0.037645785422220794,-0.038700169700271424,0.0004911983319985421,75958,30391,-0.038700169700271424,overlapping,observed,all_eligible
historical_demand_only,5,2,other,acute_selloff,440,0.45681818181818185,0.5431818181818182,1.3320754716981131,0.10023283706806589,-0.10625524620378508,-0.002475053778302387,84731,28572,-0.10625524620378508,overlapping,observed,all_eligible
historical_demand_only,5,2,other,correction,1188,0.5765993265993266,0.4234006734006734,1.3593314763231197,0.0650382450566295,-0.06252367112114675,0.003893141232463857,84731,28572,-0.06252367112114675,overlapping,observed,all_eligible
historical_demand_only,5,2,other,range_bound,545,0.6807339449541284,0.3192660550458716,1.4472843450479234,0.0681050775004798,-0.03764376371558935,0.023674295902597085,84731,28572,-0.03764376371558935,overlapping,observed,all_eligible
historical_demand_only,5,2,other,under_pressure,2619,0.5673921344024436,0.4326078655975563,1.505511811023622,0.047973934020006756,-0.039632537837131464,0.007614509823525083,84731,28572,-0.039632537837131464,overlapping,observed,all_eligible
historical_demand_only,5,2,other,uptrend,9847,0.564029653701635,0.435970346298365,1.5571866783523225,0.051614350185467596,-0.03903613990947502,0.008915153171666088,84731,28572,-0.03903613990947502,overlapping,observed,all_eligible
historical_demand_only,5,2,semiconductor,acute_selloff,203,0.5073891625615764,0.49261083743842365,1.183673469387755,0.11350467504808162,-0.09894244569121449,0.025534182006522497,46622,16969,-0.09894244569121449,overlapping,observed,all_eligible
historical_demand_only,5,2,semiconductor,correction,651,0.5698924731182796,0.43010752688172044,1.312785388127854,0.06794021410878734,-0.05986565395926507,0.013399288088439364,46622,16969,-0.05986565395926507,overlapping,observed,all_eligible
historical_demand_only,5,2,semiconductor,range_bound,327,0.7186544342507645,0.28134556574923547,1.2105263157894737,0.06806431556291596,-0.03678940182941371,0.03037543691409531,46622,16969,-0.03678940182941371,overlapping,observed,all_eligible
historical_demand_only,5,2,semiconductor,under_pressure,1263,0.5423594615993665,0.4576405384006334,1.2886178861788617,0.05173436976368332,-0.0478280195738206,0.00447938399869098,46622,16969,-0.0478280195738206,overlapping,observed,all_eligible
historical_demand_only,5,2,semiconductor,uptrend,5873,0.5414609228673591,0.4585390771326409,1.4643921828420006,0.05107217545718041,-0.04397923310005138,0.006458504304183114,46622,16969,-0.04397923310005138,overlapping,observed,all_eligible
historical_demand_only,5,2,software,acute_selloff,438,0.5114155251141552,0.4885844748858447,1.1617161716171618,0.09443732598237399,-0.08313656281764713,0.018101398003609753,75958,30391,-0.08313656281764713,overlapping,observed,all_eligible
historical_demand_only,5,2,software,correction,979,0.6189989785495403,0.38100102145045966,1.2507936507936508,0.06864847166837243,-0.06287385473074554,0.009496900760399973,75958,30391,-0.06287385473074554,overlapping,observed,all_eligible
historical_demand_only,5,2,software,range_bound,463,0.7732181425485961,0.2267818574514039,1.4065573770491804,0.07169406582047029,-0.03738778369125807,0.027494570637774877,75958,30391,-0.03738778369125807,overlapping,observed,all_eligible
historical_demand_only,5,2,software,under_pressure,1770,0.5169491525423728,0.4830508474576271,1.4380069524913093,0.05003004101500432,-0.05063897186514009,0.002230886455198968,75958,30391,-0.05063897186514009,overlapping,observed,all_eligible
historical_demand_only,5,2,software,uptrend,8609,0.5601115112091997,0.43988848879080034,1.5044982698961937,0.06054615003342957,-0.04567477699327082,0.010027220234294474,75958,30391,-0.04567477699327082,overlapping,observed,all_eligible
historical_demand_only,5,3,other,acute_selloff,586,0.5221843003412969,0.4778156996587031,1.3638968481375358,0.05328762248702858,-0.04652684924579495,0.014907557904344169,84731,28572,-0.04652684924579495,overlapping,observed,all_eligible
historical_demand_only,5,3,other,correction,4792,0.5025041736227045,0.4974958263772955,1.380327868852459,0.0482115923638194,-0.047976659657484204,0.001345683699521114,84731,28572,-0.047976659657484204,overlapping,observed,all_eligible
historical_demand_only,5,3,other,range_bound,2976,0.5393145161290323,0.46068548387096775,1.569362261669954,0.0451336109494171,-0.038261632295625826,0.005233017713092478,84731,28572,-0.038261632295625826,overlapping,observed,all_eligible
historical_demand_only,5,3,other,under_pressure,1814,0.5226019845644984,0.47739801543550164,1.4710743801652892,0.039490166451472394,-0.038808498015084916,-0.001005093487881834,84731,28572,-0.038808498015084916,overlapping,observed,all_eligible
historical_demand_only,5,3,other,uptrend,3983,0.5187044940999247,0.4812955059000753,1.6280884265279585,0.03437532823675892,-0.03754485012805404,-0.0036466227673671156,84731,28572,-0.03754485012805404,overlapping,observed,all_eligible
historical_demand_only,5,3,semiconductor,acute_selloff,233,0.2918454935622318,0.7081545064377682,1.7933333333333332,0.055873112896101654,-0.06658036767162111,0.010653350154821628,46622,16969,-0.06658036767162111,overlapping,observed,all_eligible
historical_demand_only,5,3,semiconductor,correction,2215,0.44243792325056436,0.5575620767494357,1.3541167066346922,0.056668941070709467,-0.058507467371117464,0.00042800294973531256,46622,16969,-0.058507467371117464,overlapping,observed,all_eligible
historical_demand_only,5,3,semiconductor,range_bound,1913,0.5101934134866701,0.48980658651332987,1.2224094355518114,0.0568151647467434,-0.04783793646781321,0.00546662831909107,46622,16969,-0.04783793646781321,overlapping,observed,all_eligible
historical_demand_only,5,3,semiconductor,under_pressure,1045,0.508133971291866,0.49186602870813395,1.1352739726027397,0.04902889316810185,-0.04947860281765315,-0.003618400027884741,46622,16969,-0.04947860281765315,overlapping,observed,all_eligible
historical_demand_only,5,3,semiconductor,uptrend,2497,0.47937525030036043,0.5206247496996396,1.4276094276094276,0.04523990448048585,-0.04594478183787321,-0.0005850213233952986,46622,16969,-0.04594478183787321,overlapping,observed,all_eligible
historical_demand_only,5,3,software,acute_selloff,473,0.4503171247357294,0.5496828752642706,1.309090909090909,0.07686168751182586,-0.07165674092545955,0.020063114547553575,75958,30391,-0.07165674092545955,overlapping,observed,all_eligible
historical_demand_only,5,3,software,correction,4307,0.4483399117715347,0.5516600882284652,1.179454926624738,0.060223930797227244,-0.06838481101771735,-0.010438808082834384,75958,30391,-0.06838481101771735,overlapping,observed,all_eligible
historical_demand_only,5,3,software,range_bound,3347,0.5291305646847924,0.47086943531520764,1.2756613756613757,0.05983987660251755,-0.05309921980188375,0.001133274779695714,75958,30391,-0.05309921980188375,overlapping,observed,all_eligible
historical_demand_only,5,3,software,under_pressure,1700,0.5358823529411765,0.4641176470588235,1.2124183006535947,0.05169015822488735,-0.04715184142214809,-0.00042063107927803024,75958,30391,-0.04715184142214809,overlapping,observed,all_eligible
historical_demand_only,5,3,software,uptrend,4515,0.5009966777408638,0.49900332225913624,1.4751521298174441,0.050860492275911884,-0.048594507398915604,-0.0007173826661639306,75958,30391,-0.048594507398915604,overlapping,observed,all_eligible
historical_demand_only,5,4,other,acute_selloff,65,0.8923076923076924,0.1076923076923077,1.3404255319148937,0.05688296658379491,-0.018505365251915103,0.02934835916555747,84731,28572,-0.018505365251915103,overlapping,observed,all_eligible
historical_demand_only,5,4,other,correction,778,0.5976863753213367,0.4023136246786632,1.803921568627451,0.03959444031633637,-0.03331617044868604,0.010451966852101454,84731,28572,-0.03331617044868604,overlapping,observed,all_eligible
historical_demand_only,5,4,other,range_bound,1010,0.6069306930693069,0.3930693069306931,1.7717391304347827,0.03817866609795543,-0.03348168990938985,0.00200436896865573,84731,28572,-0.03348168990938985,overlapping,observed,all_eligible
historical_demand_only,5,4,other,under_pressure,3735,0.5124497991967871,0.4875502008032129,1.6308196721311476,0.036090030220978925,-0.03871511409647486,-0.004959277052668998,84731,28572,-0.03871511409647486,overlapping,observed,all_eligible
historical_demand_only,5,4,other,uptrend,9320,0.5429184549356223,0.4570815450643777,1.639110466521634,0.04020299395303969,-0.032273820618441494,0.007014611658455833,84731,28572,-0.032273820618441494,overlapping,observed,all_eligible
historical_demand_only,5,4,semiconductor,acute_selloff,9,0.6666666666666666,0.3333333333333333,1.0,0.07498930847856355,-0.04750635249578147,0.035420762771373106,46622,16969,-0.04750635249578147,overlapping,observed,all_eligible
historical_demand_only,5,4,semiconductor,correction,223,0.515695067264574,0.484304932735426,1.4172185430463575,0.07012522999367125,-0.060451530727416936,0.02013293452733459,46622,16969,-0.060451530727416936,overlapping,observed,all_eligible
historical_demand_only,5,4,semiconductor,range_bound,433,0.48267898383371827,0.5173210161662818,1.51931330472103,0.06184835878461611,-0.05455830728195851,-0.00041979618191329606,46622,16969,-0.05455830728195851,overlapping,observed,all_eligible
historical_demand_only,5,4,semiconductor,under_pressure,1887,0.47959724430312667,0.5204027556968733,1.306930693069307,0.04503291990020305,-0.052397348054295384,-0.009452178109382474,46622,16969,-0.052397348054295384,overlapping,observed,all_eligible
historical_demand_only,5,4,semiconductor,uptrend,5133,0.5119812974868498,0.4880187025131502,1.403290676416819,0.05690305088551248,-0.044602275754113886,0.008831240935791358,46622,16969,-0.044602275754113886,overlapping,observed,all_eligible
historical_demand_only,5,4,software,acute_selloff,49,0.8367346938775511,0.16326530612244897,1.2333333333333334,0.07418983311466595,-0.028737546931712224,0.03886950997089957,75958,30391,-0.028737546931712224,overlapping,observed,all_eligible
historical_demand_only,5,4,software,correction,753,0.6241699867197875,0.3758300132802125,1.6261061946902655,0.05739721057558017,-0.03798667706354554,0.024129481651115687,75958,30391,-0.03798667706354554,overlapping,observed,all_eligible
historical_demand_only,5,4,software,range_bound,1179,0.5860899067005937,0.41391009329940626,1.662608695652174,0.04659034279732683,-0.039893810129461436,0.0041799583033105695,75958,30391,-0.039893810129461436,overlapping,observed,all_eligible
historical_demand_only,5,4,software,under_pressure,3863,0.5179911985503495,0.4820088014496505,1.43200436919716,0.046478587779144036,-0.04611302209110098,-0.0017967207059859148,75958,30391,-0.04611302209110098,overlapping,observed,all_eligible
historical_demand_only,5,4,software,uptrend,10191,0.5421450299283682,0.45785497007163184,1.4951437066402378,0.05270433210503612,-0.0412767967315062,0.008172766443885286,75958,30391,-0.0412767967315062,overlapping,observed,all_eligible
historical_demand_only,5,5,other,acute_selloff,84,0.6190476190476191,0.38095238095238093,1.0727272727272728,0.07381780219162619,-0.048830879348517,0.040734210216717026,84731,28572,-0.048830879348517,overlapping,observed,all_eligible
historical_demand_only,5,5,other,correction,1344,0.5498511904761905,0.45014880952380953,1.4718614718614718,0.04621330797053064,-0.055021526701321995,-0.004633962455745133,84731,28572,-0.055021526701321995,overlapping,observed,all_eligible
historical_demand_only,5,5,other,range_bound,645,0.6604651162790698,0.3395348837209302,1.4972222222222222,0.052104833822453234,-0.031105773557435563,0.019445075406193064,84731,28572,-0.031105773557435563,overlapping,observed,all_eligible
historical_demand_only,5,5,other,under_pressure,4688,0.5671928327645052,0.4328071672354949,1.4316398182569186,0.048492003399821085,-0.04065490279845803,0.006310225462677849,84731,28572,-0.04065490279845803,overlapping,observed,all_eligible
historical_demand_only,5,5,other,uptrend,9573,0.5186461924161705,0.4813538075838295,1.6174812030075187,0.043698734325076205,-0.039876514986327695,0.00382530460129456,84731,28572,-0.039876514986327695,overlapping,observed,all_eligible
historical_demand_only,5,5,semiconductor,acute_selloff,36,0.5555555555555556,0.4444444444444444,0.78125,0.11570699523166073,-0.07688287562181885,0.0335074773297886,46622,16969,-0.07688287562181885,overlapping,observed,all_eligible
historical_demand_only,5,5,semiconductor,correction,626,0.4680511182108626,0.5319488817891374,1.3430851063829787,0.06787782720715119,-0.07823188156809222,-0.002809130527048053,46622,16969,-0.07823188156809222,overlapping,observed,all_eligible
historical_demand_only,5,5,semiconductor,range_bound,395,0.7518987341772152,0.2481012658227848,1.1779935275080906,0.11279497424144186,-0.04327975086903348,0.06943655836601703,46622,16969,-0.04327975086903348,overlapping,observed,all_eligible
historical_demand_only,5,5,semiconductor,under_pressure,2622,0.5503432494279176,0.4496567505720824,1.1319322825452423,0.09074482510035001,-0.06589541438475457,0.020121727819321523,46622,16969,-0.06589541438475457,overlapping,observed,all_eligible
historical_demand_only,5,5,semiconductor,uptrend,5929,0.5002529937594873,0.4997470062405127,1.33825617722238,0.07821187121153836,-0.061038213357085196,0.013537143962182375,46622,16969,-0.061038213357085196,overlapping,observed,all_eligible
historical_demand_only,5,5,software,acute_selloff,82,0.7804878048780488,0.21951219512195122,1.0144927536231885,0.11229616753995536,-0.05149063595562834,0.058222991384358325,75958,30391,-0.05149063595562834,overlapping,observed,all_eligible
historical_demand_only,5,5,software,correction,1335,0.5258426966292135,0.47415730337078654,1.49609375,0.06031811948171008,-0.06316352213580363,0.0011654608955159827,75958,30391,-0.06316352213580363,overlapping,observed,all_eligible
historical_demand_only,5,5,software,range_bound,643,0.7465007776049767,0.2534992223950233,1.365566037735849,0.08103676432009911,-0.03416942756142247,0.04197317778864784,75958,30391,-0.03416942756142247,overlapping,observed,all_eligible
historical_demand_only,5,5,software,under_pressure,4193,0.5363701407107083,0.4636298592892917,1.2507362221287337,0.0665544748788127,-0.055011627064585795,0.008512326356918334,75958,30391,-0.055011627064585795,overlapping,observed,all_eligible
historical_demand_only,5,5,software,uptrend,9907,0.4763298677702634,0.5236701322297366,1.390295358649789,0.06270678646417392,-0.054693564473334906,0.0032703889420682016,75958,30391,-0.054693564473334906,overlapping,observed,all_eligible
historical_demand_only,10,1,other,acute_selloff,164,0.524390243902439,0.47560975609756095,1.903225806451613,0.08844524639928433,-0.04713333038880548,0.03136228190958254,84731,28572,-0.04713333038880548,overlapping,observed,all_eligible
historical_demand_only,10,1,other,correction,1964,0.4623217922606925,0.5376782077393075,2.802207130730051,0.05626748591117582,-0.05344302634132768,0.0023842854920391966,84731,28572,-0.05344302634132768,overlapping,observed,all_eligible
historical_demand_only,10,1,other,range_bound,1646,0.5680437424058323,0.43195625759416767,3.1035747021081574,0.05280625471374719,-0.03368612932474166,0.017946310042192565,84731,28572,-0.03368612932474166,overlapping,observed,all_eligible
historical_demand_only,10,1,other,under_pressure,3107,0.4013517862890248,0.5986482137109752,3.0509399636143115,0.04572580737312665,-0.04856608971064121,-0.0026312112756558437,84731,28572,-0.04856608971064121,overlapping,observed,all_eligible
historical_demand_only,10,1,other,uptrend,6598,0.390876023037284,0.609123976962716,3.281640965958685,0.04139407790165243,-0.04790547278940235,-0.004585710945693701,84731,28572,-0.04790547278940235,overlapping,observed,all_eligible
historical_demand_only,10,1,semiconductor,acute_selloff,81,0.41975308641975306,0.5802469135802469,1.765625,0.07962001563023849,-0.072688722798391,-0.010346779145381955,46622,16969,-0.072688722798391,overlapping,observed,all_eligible
historical_demand_only,10,1,semiconductor,correction,828,0.38768115942028986,0.6123188405797102,2.4338358458961475,0.07646671567085421,-0.07255638470695508,0.001840338764064233,46622,16969,-0.07255638470695508,overlapping,observed,all_eligible
historical_demand_only,10,1,semiconductor,range_bound,905,0.5701657458563536,0.4298342541436464,2.2220689655172414,0.09123594282938437,-0.040161037868550784,0.042648824368171266,46622,16969,-0.040161037868550784,overlapping,observed,all_eligible
historical_demand_only,10,1,semiconductor,under_pressure,1383,0.3600867678958785,0.6399132321041214,2.385514018691589,0.06644894477148576,-0.06979964965055421,-0.0021558469055029212,46622,16969,-0.06979964965055421,overlapping,observed,all_eligible
historical_demand_only,10,1,semiconductor,uptrend,3579,0.34450963956412406,0.6554903604358759,2.805734058329214,0.058528742572786986,-0.06542876107582057,-0.00698930828570795,46622,16969,-0.06542876107582057,overlapping,observed,all_eligible
historical_demand_only,10,1,software,acute_selloff,80,0.4875,0.5125,1.2586206896551724,0.1028597401365022,-0.05945805414386899,0.04629164530706943,75958,30391,-0.05945805414386899,overlapping,observed,all_eligible
historical_demand_only,10,1,software,correction,1301,0.415065334358186,0.584934665641814,2.737797956867196,0.06467212571521873,-0.06872848785774126,0.004471010207002989,75958,30391,-0.06872848785774126,overlapping,observed,all_eligible
historical_demand_only,10,1,software,range_bound,1188,0.5765993265993266,0.4234006734006734,2.750294464075383,0.07136755881717459,-0.04960474253511834,0.02294902231767053,75958,30391,-0.04960474253511834,overlapping,observed,all_eligible
historical_demand_only,10,1,software,under_pressure,2227,0.43960484957341717,0.5603951504265828,2.7533009034051426,0.06704685663119596,-0.06265985734177894,0.006496044732577893,75958,30391,-0.06265985734177894,overlapping,observed,all_eligible
historical_demand_only,10,1,software,uptrend,4892,0.4129190515126738,0.5870809484873263,3.133995037220844,0.05497018872216973,-0.058361856323250735,0.0005636833191791804,75958,30391,-0.058361856323250735,overlapping,observed,all_eligible
historical_demand_only,10,2,other,acute_selloff,440,0.29318181818181815,0.7068181818181818,1.9703947368421053,0.1269341815404381,-0.1560762781166784,-0.03526577037910961,84731,28572,-0.1560762781166784,overlapping,observed,all_eligible
historical_demand_only,10,2,other,correction,1188,0.48569023569023567,0.5143097643097643,2.2162162162162162,0.095406838400846,-0.08773475230173104,0.011074903616287305,84731,28572,-0.08773475230173104,overlapping,observed,all_eligible
historical_demand_only,10,2,other,range_bound,545,0.5853211009174312,0.41467889908256883,2.5603015075376883,0.10720415427683494,-0.047756200619524784,0.047367555008140855,84731,28572,-0.047756200619524784,overlapping,observed,all_eligible
historical_demand_only,10,2,other,under_pressure,2619,0.4925544100801833,0.5074455899198167,2.881609195402299,0.0746250697823985,-0.05132856891533828,0.024663823759258414,84731,28572,-0.05132856891533828,overlapping,observed,all_eligible
historical_demand_only,10,2,other,uptrend,9847,0.446024169797908,0.553975830202092,2.8833577354807223,0.08296504031718217,-0.054399001490949055,0.018409902499404045,84731,28572,-0.054399001490949055,overlapping,observed,all_eligible
historical_demand_only,10,2,semiconductor,acute_selloff,203,0.37438423645320196,0.625615763546798,1.5605095541401275,0.14978983051266542,-0.13881841471077327,0.018244718161368318,46622,16969,-0.13881841471077327,overlapping,observed,all_eligible
historical_demand_only,10,2,semiconductor,correction,651,0.4838709677419355,0.5161290322580645,2.2838345864661656,0.10464670417730465,-0.08194822454433805,0.02921012735270563,46622,16969,-0.08194822454433805,overlapping,observed,all_eligible
historical_demand_only,10,2,semiconductor,range_bound,327,0.6024464831804281,0.39755351681957185,2.2170542635658914,0.11282101832848265,-0.04745554805737779,0.048380797460746285,46622,16969,-0.04745554805737779,overlapping,observed,all_eligible
historical_demand_only,10,2,semiconductor,under_pressure,1263,0.4655581947743468,0.5344418052256532,2.384864864864865,0.08394481883796955,-0.061581502698341055,0.029134983915216038,46622,16969,-0.061581502698341055,overlapping,observed,all_eligible
historical_demand_only,10,2,semiconductor,uptrend,5873,0.4205687042397412,0.5794312957602588,2.6838627700127065,0.07874447946935571,-0.06135821802840836,0.014564347537327394,46622,16969,-0.06135821802840836,overlapping,observed,all_eligible
historical_demand_only,10,2,software,acute_selloff,438,0.3721461187214612,0.6278538812785388,1.813953488372093,0.12793175477891913,-0.13412850692665687,-0.0016137928516202678,75958,30391,-0.13412850692665687,overlapping,observed,all_eligible
historical_demand_only,10,2,software,correction,979,0.5546475995914198,0.4453524004085802,2.1507936507936507,0.10681855804223296,-0.08736079921801716,0.021600380161723307,75958,30391,-0.08736079921801716,overlapping,observed,all_eligible
historical_demand_only,10,2,software,range_bound,463,0.6760259179265659,0.32397408207343414,2.2409972299168976,0.1368514633825002,-0.04646173869229824,0.06651933404895999,75958,30391,-0.04646173869229824,overlapping,observed,all_eligible
historical_demand_only,10,2,software,under_pressure,1770,0.4429378531073446,0.5570621468926553,2.804273504273504,0.07802666597626672,-0.06879579569811355,0.013161318767146778,75958,30391,-0.06879579569811355,overlapping,observed,all_eligible
historical_demand_only,10,2,software,uptrend,8609,0.4383784411662214,0.5616215588337786,2.7315140845070425,0.0920426887140021,-0.06371238097006672,0.018598594984041577,75958,30391,-0.06371238097006672,overlapping,observed,all_eligible
historical_demand_only,10,3,other,acute_selloff,586,0.4197952218430034,0.5802047781569966,2.400900900900901,0.07983558937183216,-0.061035806664886165,0.020997292491215534,84731,28572,-0.061035806664886165,overlapping,observed,all_eligible
historical_demand_only,10,3,other,correction,4792,0.39398998330550916,0.6060100166944908,2.633417243549402,0.07029082261065002,-0.06822398938244068,0.005604669017268155,84731,28572,-0.06822398938244068,overlapping,observed,all_eligible
historical_demand_only,10,3,other,range_bound,2976,0.4210349462365591,0.5789650537634409,2.558127301420305,0.06656419854718289,-0.05403960458048007,0.0056722889322581675,84731,28572,-0.05403960458048007,overlapping,observed,all_eligible
historical_demand_only,10,3,other,under_pressure,1814,0.3886438809261301,0.6113561190738699,2.7422222222222223,0.05482002885496641,-0.06074933492950977,-0.00644181473717716,84731,28572,-0.06074933492950977,overlapping,observed,all_eligible
historical_demand_only,10,3,other,uptrend,3983,0.36731107205623903,0.632688927943761,3.0113744075829385,0.04667008077655074,-0.055565487832239704,-0.009027062275901838,84731,28572,-0.055565487832239704,overlapping,observed,all_eligible
historical_demand_only,10,3,semiconductor,acute_selloff,233,0.2017167381974249,0.7982832618025751,2.6825396825396823,0.07754696401533256,-0.08305395684925361,0.010851959385727795,46622,16969,-0.08305395684925361,overlapping,observed,all_eligible
historical_demand_only,10,3,semiconductor,correction,2215,0.3417607223476298,0.6582392776523702,2.385806451612903,0.0871433764234727,-0.07825299059571032,0.013509970368342738,46622,16969,-0.07825299059571032,overlapping,observed,all_eligible
historical_demand_only,10,3,semiconductor,range_bound,1913,0.3737584945112389,0.6262415054887611,1.7946428571428572,0.08352857001695559,-0.07143392320720077,6.34786131593167e-05,46622,16969,-0.07143392320720077,overlapping,observed,all_eligible
historical_demand_only,10,3,semiconductor,under_pressure,1045,0.3703349282296651,0.6296650717703349,1.9841040462427746,0.06928091259049267,-0.07658445127447475,-0.012353902882311765,46622,16969,-0.07658445127447475,overlapping,observed,all_eligible
historical_demand_only,10,3,semiconductor,uptrend,2497,0.3275931117340809,0.6724068882659191,2.5928853754940713,0.06540004303687533,-0.06532465123541076,-0.00229740355921106,46622,16969,-0.06532465123541076,overlapping,observed,all_eligible
historical_demand_only,10,3,software,acute_selloff,473,0.3298097251585624,0.6701902748414377,1.830238726790451,0.11524708860707052,-0.0993393069218773,0.016721140097069615,75958,30391,-0.0993393069218773,overlapping,observed,all_eligible
historical_demand_only,10,3,software,correction,4307,0.3306245646621779,0.6693754353378222,2.2469635627530367,0.08523843673103143,-0.097397720704093,-0.009812532571553104,75958,30391,-0.097397720704093,overlapping,observed,all_eligible
historical_demand_only,10,3,software,range_bound,3347,0.39229160442187033,0.6077083955781297,2.119642857142857,0.09260960982152855,-0.07664914777148614,0.0007038413757981969,75958,30391,-0.07664914777148614,overlapping,observed,all_eligible
historical_demand_only,10,3,software,under_pressure,1700,0.3988235294117647,0.6011764705882353,2.1045454545454545,0.07236770132319892,-0.0728468848312512,-0.007179067549236224,75958,30391,-0.0728468848312512,overlapping,observed,all_eligible
historical_demand_only,10,3,software,uptrend,4515,0.3767441860465116,0.6232558139534884,2.6354699174203695,0.07217802753003344,-0.06977609607195408,-0.007924515088320736,75958,30391,-0.06977609607195408,overlapping,observed,all_eligible
historical_demand_only,10,4,other,acute_selloff,65,0.8923076923076924,0.1076923076923077,2.8548387096774195,0.0828773438533944,-0.019062102351715113,0.06770531204118004,84731,28572,-0.019062102351715113,overlapping,observed,all_eligible
historical_demand_only,10,4,other,correction,778,0.5205655526992288,0.4794344473007712,3.480225988700565,0.06124828952598787,-0.04127396208481794,0.02530577717199735,84731,28572,-0.04127396208481794,overlapping,observed,all_eligible
historical_demand_only,10,4,other,range_bound,1010,0.4504950495049505,0.5495049504950495,3.0016447368421053,0.05461152673682503,-0.04668508888394983,0.006075215138738282,84731,28572,-0.04668508888394983,overlapping,observed,all_eligible
historical_demand_only,10,4,other,under_pressure,3735,0.37028112449799194,0.629718875502008,2.957549445248432,0.052830523313981755,-0.05809022177844354,-0.009072738157355265,84731,28572,-0.05809022177844354,overlapping,observed,all_eligible
historical_demand_only,10,4,other,uptrend,9320,0.4334763948497854,0.5665236051502146,3.01140350877193,0.06241725322837143,-0.044703202531010365,0.01591334099402717,84731,28572,-0.044703202531010365,overlapping,observed,all_eligible
historical_demand_only,10,4,semiconductor,acute_selloff,9,0.6666666666666666,0.3333333333333333,1.75,0.1315815535089081,-0.04750635249578147,0.11632035646683701,46622,16969,-0.04750635249578147,overlapping,observed,all_eligible
historical_demand_only,10,4,semiconductor,correction,223,0.4349775784753363,0.5650224215246636,2.4408602150537635,0.10898537511503964,-0.07415365983292611,0.03629737267347203,46622,16969,-0.07415365983292611,overlapping,observed,all_eligible
historical_demand_only,10,4,semiconductor,range_bound,433,0.371824480369515,0.628175519630485,2.4740484429065743,0.09879026743028478,-0.07417572693203081,0.020148411724598986,46622,16969,-0.07417572693203081,overlapping,observed,all_eligible
historical_demand_only,10,4,semiconductor,under_pressure,1887,0.3487016428192899,0.6512983571807102,2.4565972222222223,0.06333252162813638,-0.07929992094810405,-0.015233355563066134,46622,16969,-0.07929992094810405,overlapping,observed,all_eligible
historical_demand_only,10,4,semiconductor,uptrend,5133,0.3952854081433859,0.604714591856614,2.549137931034483,0.08664267085096285,-0.062244243534954204,0.01561671115453289,46622,16969,-0.062244243534954204,overlapping,observed,all_eligible
historical_demand_only,10,4,software,acute_selloff,49,0.8367346938775511,0.16326530612244897,3.0652173913043477,0.1066212315964611,-0.0294208942958359,0.08797513371343657,75958,30391,-0.0294208942958359,overlapping,observed,all_eligible
historical_demand_only,10,4,software,correction,753,0.547144754316069,0.45285524568393093,2.6403508771929824,0.08936559800790603,-0.04726613911982261,0.04667528499605009,75958,30391,-0.04726613911982261,overlapping,observed,all_eligible
