variant,horizon,fold,group,regime,sample_count,support_hold_rate,support_break_rate,first_bounce_delay,maximum_favorable_excursion,maximum_adverse_excursion,final_return,eligible_count,unavailable_count,max_adverse_excursion,sample_mode,regime_scope,comparison_scope
baseline,20,1,software,uptrend,8805,0.32061328790459964,0.6793867120954004,5.249009351719765,0.10613905209042138,-0.07587376790393735,0.021890217156714034,131931,8995,-0.07587376790393735,overlapping,observed,paired
baseline,20,2,other,acute_selloff,599,0.2370617696160267,0.7629382303839732,3.423162583518931,0.13548856974970275,-0.19091199147638913,-0.000322786407120516,151384,8303,-0.19091199147638913,overlapping,observed,paired
baseline,20,2,other,correction,1848,0.44426406926406925,0.5557359307359307,3.7536600891152134,0.12844638042183437,-0.0847213960622115,0.04767119331692948,151384,8303,-0.0847213960622115,overlapping,observed,paired
baseline,20,2,other,range_bound,935,0.4748663101604278,0.5251336898395722,4.375318066157761,0.1184742287656253,-0.06123615844150089,0.05079836241311182,151384,8303,-0.06123615844150089,overlapping,observed,paired
baseline,20,2,other,under_pressure,4092,0.386119257086999,0.613880742913001,4.985822306238186,0.09266988871550445,-0.061690702305683444,0.02814710754524051,151384,8303,-0.061690702305683444,overlapping,observed,paired
baseline,20,2,other,uptrend,16054,0.35592375731904824,0.6440762426809518,5.092581896196056,0.10602972955299166,-0.07508821146499858,0.020647375088664342,151384,8303,-0.07508821146499858,overlapping,observed,paired
baseline,20,2,semiconductor,acute_selloff,347,0.3804034582132565,0.6195965417867435,2.796551724137931,0.17324208971577287,-0.15446083357198465,0.07751099207182897,73886,4936,-0.15446083357198465,overlapping,observed,paired
baseline,20,2,semiconductor,correction,1037,0.5390549662487946,0.4609450337512054,3.0950323974082075,0.16462242847394223,-0.07221384143498735,0.098143176728592,73886,4936,-0.07221384143498735,overlapping,observed,paired
baseline,20,2,semiconductor,range_bound,519,0.43159922928709055,0.5684007707129094,3.252314814814815,0.13487908275716412,-0.06452436816456365,0.04398980895699513,73886,4936,-0.06452436816456365,overlapping,observed,paired
baseline,20,2,semiconductor,under_pressure,2053,0.4028251339503166,0.5971748660496834,3.7665890570430736,0.12494182736839417,-0.06410763031947728,0.057925382814158294,73886,4936,-0.06410763031947728,overlapping,observed,paired
baseline,20,2,semiconductor,uptrend,8154,0.35087073828795684,0.6491292617120432,4.4817484662576685,0.1168457415883209,-0.0840438692202961,0.025108691119373975,73886,4936,-0.0840438692202961,overlapping,observed,paired
baseline,20,2,software,acute_selloff,630,0.30634920634920637,0.6936507936507936,3.364864864864865,0.16670544268597387,-0.1596665898278872,0.055876354996026584,131931,8995,-0.1596665898278872,overlapping,observed,paired
baseline,20,2,software,correction,1743,0.525530694205393,0.474469305794607,3.455426356589147,0.14903195377693595,-0.07831270766984715,0.07863011578984586,131931,8995,-0.07831270766984715,overlapping,observed,paired
baseline,20,2,software,range_bound,867,0.4913494809688581,0.5086505190311419,3.6878980891719744,0.173082973275757,-0.05368935478274846,0.10035785672393646,131931,8995,-0.05368935478274846,overlapping,observed,paired
baseline,20,2,software,under_pressure,3488,0.3655389908256881,0.6344610091743119,4.674560459275206,0.11455004062551968,-0.06943677860370541,0.039834329220402434,131931,8995,-0.06943677860370541,overlapping,observed,paired
baseline,20,2,software,uptrend,13535,0.3478389360916143,0.6521610639083857,4.677397973676735,0.1131982622191353,-0.07971920162623816,0.024673527639297487,131931,8995,-0.07971920162623816,overlapping,observed,paired
baseline,20,3,other,acute_selloff,1182,0.29018612521150594,0.7098138747884941,3.522432701894317,0.09951762168789925,-0.0847078393884874,0.006153344580283185,151384,8303,-0.0847078393884874,overlapping,observed,paired
baseline,20,3,other,correction,8637,0.2967465555169619,0.7032534444830381,4.18811432027824,0.09723784491371357,-0.0858046006162544,0.01870813484258986,151384,8303,-0.0858046006162544,overlapping,observed,paired
baseline,20,3,other,range_bound,4864,0.3040707236842105,0.6959292763157895,3.9327561327561327,0.07826746344863433,-0.07331145958744992,-0.0077470999249689395,151384,8303,-0.07331145958744992,overlapping,observed,paired
baseline,20,3,other,under_pressure,3185,0.3224489795918367,0.6775510204081633,5.024096385542169,0.08182335739335633,-0.07270233635645765,0.012030440892708145,151384,8303,-0.07270233635645765,overlapping,observed,paired
baseline,20,3,other,uptrend,7299,0.24496506370735718,0.7550349362926428,5.323465859982714,0.05995931433020727,-0.07660002617734166,-0.012974397523732055,151384,8303,-0.07660002617734166,overlapping,observed,paired
baseline,20,3,semiconductor,acute_selloff,576,0.23958333333333334,0.7604166666666666,2.893528183716075,0.11345977917359769,-0.09742640667843623,0.012181081308002615,73886,4936,-0.09742640667843623,overlapping,observed,paired
baseline,20,3,semiconductor,correction,4344,0.23549723756906077,0.7645027624309392,3.6387921022067364,0.12779341733229554,-0.10700018655935645,0.023500385322125606,73886,4936,-0.10700018655935645,overlapping,observed,paired
baseline,20,3,semiconductor,range_bound,2441,0.2576812781646866,0.7423187218353134,2.8020078081427773,0.10033629758343436,-0.10094428018912634,-0.020903529082990813,73886,4936,-0.10094428018912634,overlapping,observed,paired
baseline,20,3,semiconductor,under_pressure,1693,0.2770230360307147,0.7229769639692853,3.7288,0.10978351607930054,-0.09716043019927843,0.013178150708249656,73886,4936,-0.09716043019927843,overlapping,observed,paired
baseline,20,3,semiconductor,uptrend,3767,0.237589593841253,0.762410406158747,4.557077625570776,0.08809719328964878,-0.08444144200291978,-0.001310626630070379,73886,4936,-0.08444144200291978,overlapping,observed,paired
baseline,20,3,software,acute_selloff,1046,0.251434034416826,0.748565965583174,2.518140589569161,0.1366666924741168,-0.12553888925620535,-0.015193869420358688,131931,8995,-0.12553888925620535,overlapping,observed,paired
baseline,20,3,software,correction,8005,0.2363522798251093,0.7636477201748907,3.619377720457843,0.11520350239289678,-0.11964500070467816,0.003092951938125705,131931,8995,-0.11964500070467816,overlapping,observed,paired
baseline,20,3,software,range_bound,4648,0.24548192771084337,0.7545180722891566,3.0527867885579476,0.11068259020924276,-0.10277132821108005,-0.025724928455146002,131931,8995,-0.10277132821108005,overlapping,observed,paired
baseline,20,3,software,under_pressure,3077,0.28794280142996426,0.7120571985700358,4.0994832041343665,0.10373410904327607,-0.09399198688055524,0.005653065284392776,131931,8995,-0.09399198688055524,overlapping,observed,paired
baseline,20,3,software,uptrend,6988,0.271751574127075,0.728248425872925,4.691556967771221,0.0790786914867822,-0.0903081684789512,-0.016921784165556963,131931,8995,-0.0903081684789512,overlapping,observed,paired
baseline,20,4,other,acute_selloff,113,0.8230088495575221,0.17699115044247787,3.081818181818182,0.12796095441855562,-0.028317930229897547,0.058032760894595234,151384,8303,-0.028317930229897547,overlapping,observed,paired
baseline,20,4,other,correction,1715,0.4268221574344023,0.5731778425655977,4.446428571428571,0.09510528059648923,-0.05395558745053062,0.03191534897835242,151384,8303,-0.05395558745053062,overlapping,observed,paired
baseline,20,4,other,range_bound,2147,0.336283185840708,0.6637168141592921,5.126616746085773,0.07256618505450439,-0.06366781738078159,0.013147661471414353,151384,8303,-0.06366781738078159,overlapping,observed,paired
baseline,20,4,other,under_pressure,7518,0.2666932694865656,0.7333067305134344,5.145779543197617,0.07303881865063411,-0.07363073940890011,0.003936047820295546,151384,8303,-0.07363073940890011,overlapping,observed,paired
baseline,20,4,other,uptrend,16392,0.3563323572474378,0.6436676427525623,5.202712700369914,0.08628331803862989,-0.057747820275462734,0.02417305182276931,151384,8303,-0.057747820275462734,overlapping,observed,paired
baseline,20,4,semiconductor,acute_selloff,46,0.7391304347826086,0.2608695652173913,2.108695652173913,0.2142968102332534,-0.04022223942847471,0.061546042106201244,73886,4936,-0.04022223942847471,overlapping,observed,paired
baseline,20,4,semiconductor,correction,754,0.3222811671087533,0.6777188328912467,3.3251533742331287,0.13803463312718123,-0.08873399814872439,0.025971422502524242,73886,4936,-0.08873399814872439,overlapping,observed,paired
baseline,20,4,semiconductor,range_bound,952,0.31092436974789917,0.6890756302521008,4.195266272189349,0.10493975292634652,-0.08409373690738656,0.02788475376124683,73886,4936,-0.08409373690738656,overlapping,observed,paired
baseline,20,4,semiconductor,under_pressure,3935,0.22770012706480305,0.772299872935197,4.5292386906951085,0.08662041922941413,-0.1068902242045675,-0.009932543725529652,73886,4936,-0.1068902242045675,overlapping,observed,paired
baseline,20,4,semiconductor,uptrend,8128,0.2891240157480315,0.7108759842519685,4.041309183349221,0.12139915448260923,-0.08947309121406746,0.01643534431861354,73886,4936,-0.08947309121406746,overlapping,observed,paired
baseline,20,4,software,acute_selloff,105,0.780952380952381,0.21904761904761905,3.048076923076923,0.17032571471427024,-0.032772857312563936,0.08238549360223021,131931,8995,-0.032772857312563936,overlapping,observed,paired
baseline,20,4,software,correction,1725,0.4336231884057971,0.566376811594203,4.1662234042553195,0.12445839690517987,-0.05810377872799988,0.052424345889210765,131931,8995,-0.05810377872799988,overlapping,observed,paired
baseline,20,4,software,range_bound,2096,0.3597328244274809,0.6402671755725191,4.968972204266322,0.09949581609366483,-0.06871240830283393,0.034278510826156836,131931,8995,-0.06871240830283393,overlapping,observed,paired
baseline,20,4,software,under_pressure,7668,0.28390714658320293,0.7160928534167971,4.9891627337878,0.09113265828195362,-0.08288284267006633,0.014169384959045217,131931,8995,-0.08288284267006633,overlapping,observed,paired
baseline,20,4,software,uptrend,16146,0.34887897931376194,0.6511210206862381,4.799903529222607,0.11031042970513763,-0.06932329238461493,0.03012442467865846,131931,8995,-0.06932329238461493,overlapping,observed,paired
baseline,20,5,other,acute_selloff,171,0.42105263157894735,0.5789473684210527,2.2151898734177213,0.13505409028438325,-0.08505568849925443,0.058983654441461815,151384,8303,-0.08505568849925443,overlapping,observed,paired
baseline,20,5,other,correction,2254,0.27107364685004437,0.7289263531499557,4.0297994269340975,0.09832252930932416,-0.10423119377823577,0.007978689089631324,151384,8303,-0.10423119377823577,overlapping,observed,paired
baseline,20,5,other,range_bound,1061,0.4043355325164939,0.5956644674835061,4.427409988385598,0.10188910462837963,-0.05578185411936676,0.03366639559452625,151384,8303,-0.05578185411936676,overlapping,observed,paired
baseline,20,5,other,under_pressure,6999,0.34890698671238746,0.6510930132876125,4.156120527306968,0.0963230025122396,-0.06981786000812507,0.01820497907569946,151384,8303,-0.06981786000812507,overlapping,observed,paired
baseline,20,5,other,uptrend,15631,0.32122065126991234,0.6787793487300876,5.059235325794292,0.09115494164119248,-0.06785142460591492,0.02027715361634667,151384,8303,-0.06785142460591492,overlapping,observed,paired
baseline,20,5,semiconductor,acute_selloff,66,0.2727272727272727,0.7272727272727273,1.280701754385965,0.15253467733811737,-0.17204378680878518,0.0009846125362149253,73886,4936,-0.17204378680878518,overlapping,observed,paired
baseline,20,5,semiconductor,correction,978,0.26789366053169733,0.7321063394683026,2.3784860557768925,0.1921957363433405,-0.17226897999797267,0.03745690663436161,73886,4936,-0.17226897999797267,overlapping,observed,paired
baseline,20,5,semiconductor,range_bound,536,0.7014925373134329,0.29850746268656714,2.574468085106383,0.2929073196296129,-0.0479958304153615,0.19678869654432593,73886,4936,-0.0479958304153615,overlapping,observed,paired
baseline,20,5,semiconductor,under_pressure,3323,0.30544688534456815,0.6945531146554318,3.1668472372697725,0.1874349199680759,-0.10162206384180769,0.06294034412287115,73886,4936,-0.10162206384180769,overlapping,observed,paired
baseline,20,5,semiconductor,uptrend,6959,0.2896967955165972,0.7103032044834028,4.103406113537118,0.1752545096639749,-0.09484908296949138,0.06001469766420534,73886,4936,-0.09484908296949138,overlapping,observed,paired
baseline,20,5,software,acute_selloff,155,0.5419354838709678,0.45806451612903226,1.4206896551724137,0.1818820040942651,-0.08279683649928565,0.11066931904621834,131931,8995,-0.08279683649928565,overlapping,observed,paired
baseline,20,5,software,correction,2199,0.2723965438835834,0.7276034561164165,3.789111747851003,0.1309468916292513,-0.11048049586555422,0.04497788957742512,131931,8995,-0.11048049586555422,overlapping,observed,paired
baseline,20,5,software,range_bound,1045,0.45263157894736844,0.5473684210526316,2.925968109339408,0.14733573275886339,-0.0779649287961075,0.04213723341664395,131931,8995,-0.0779649287961075,overlapping,observed,paired
baseline,20,5,software,under_pressure,6489,0.29496070272769304,0.705039297272307,3.953168044077135,0.11872002031054117,-0.09853735839139302,0.012502040237235073,131931,8995,-0.09853735839139302,overlapping,observed,paired
baseline,20,5,software,uptrend,15563,0.24474715671785646,0.7552528432821436,4.477735490009515,0.10852659256280962,-0.09776609491846584,-0.0022666733476466097,131931,8995,-0.09776609491846584,overlapping,observed,paired
baseline_plus_historical_demand,5,1,other,acute_selloff,420,0.5880952380952381,0.4119047619047619,1.29136690647482,0.05908006399866027,-0.03328611114676148,0.029600561005155925,168110,8195,-0.03328611114676148,overlapping,observed,paired
baseline_plus_historical_demand,5,1,other,correction,4330,0.5748267898383372,0.4251732101616628,1.6507389162561577,0.03762189826226869,-0.03564897242195208,0.001887348054384699,168110,8195,-0.03564897242195208,overlapping,observed,paired
baseline_plus_historical_demand,5,1,other,range_bound,2978,0.6453995970449966,0.35460040295500334,1.8353028064992614,0.03511361580610018,-0.025985460688767274,0.010291243964858575,168110,8195,-0.025985460688767274,overlapping,observed,paired
baseline_plus_historical_demand,5,1,other,under_pressure,6211,0.5089357591370149,0.491064240862985,1.7570884468895471,0.030221976932112444,-0.03343674554235192,-0.0019144435031671688,168110,8195,-0.03343674554235192,overlapping,observed,paired
baseline_plus_historical_demand,5,1,other,uptrend,12048,0.5428286852589641,0.45717131474103584,1.9095619406500235,0.026673490917815696,-0.02962269362231063,-0.002559717148113607,168110,8195,-0.02962269362231063,overlapping,observed,paired
baseline_plus_historical_demand,5,1,semiconductor,acute_selloff,207,0.6280193236714976,0.3719806763285024,1.0062893081761006,0.07503646246262967,-0.03755448959085483,0.03547631049993109,88937,4863,-0.03755448959085483,overlapping,observed,paired
baseline_plus_historical_demand,5,1,semiconductor,correction,2012,0.4945328031809145,0.5054671968190855,1.352372583479789,0.048735157293093,-0.046423954413645024,0.001593814113549941,88937,4863,-0.046423954413645024,overlapping,observed,paired
baseline_plus_historical_demand,5,1,semiconductor,range_bound,1433,0.672016748080949,0.3279832519190509,1.5706914344685243,0.05586378131149194,-0.029957851252284607,0.025330874061852332,88937,4863,-0.029957851252284607,overlapping,observed,paired
baseline_plus_historical_demand,5,1,semiconductor,under_pressure,2812,0.42105263157894735,0.5789473684210527,1.491691842900302,0.04088189569787855,-0.045897427204878306,-0.0024401749340205855,88937,4863,-0.045897427204878306,overlapping,observed,paired
baseline_plus_historical_demand,5,1,semiconductor,uptrend,5822,0.5159738921332875,0.48402610786671246,1.654073199527745,0.0371815097759353,-0.03914174617238451,-0.002965638790699662,88937,4863,-0.03914174617238451,overlapping,observed,paired
baseline_plus_historical_demand,5,1,software,acute_selloff,280,0.6714285714285714,0.32857142857142857,0.8847926267281107,0.08109430577965433,-0.04369903295987341,0.04316450907329291,152481,8862,-0.04369903295987341,overlapping,observed,paired
baseline_plus_historical_demand,5,1,software,correction,3054,0.5376555337262606,0.4623444662737394,1.5509056839475328,0.04798972048539618,-0.04710154701810234,0.006643184846679496,152481,8862,-0.04710154701810234,overlapping,observed,paired
baseline_plus_historical_demand,5,1,software,range_bound,2162,0.6142460684551342,0.38575393154486587,1.7641509433962264,0.04641338443939282,-0.0366879619650594,0.012512384339763717,152481,8862,-0.0366879619650594,overlapping,observed,paired
baseline_plus_historical_demand,5,1,software,under_pressure,4479,0.5320384014288904,0.46796159857110964,1.627906976744186,0.039945630223105315,-0.03796822143825748,0.003976931821669423,152481,8862,-0.03796822143825748,overlapping,observed,paired
baseline_plus_historical_demand,5,1,software,uptrend,8805,0.5959114139693356,0.4040885860306644,1.8394957983193276,0.04094094946217228,-0.03441728118996049,0.0061789513961319435,152481,8862,-0.03441728118996049,overlapping,observed,paired
baseline_plus_historical_demand,5,2,other,acute_selloff,599,0.41569282136894825,0.5843071786310517,1.3937677053824362,0.0804594421395961,-0.09621261660394029,-0.0038554736566734802,168110,8195,-0.09621261660394029,overlapping,observed,paired
baseline_plus_historical_demand,5,2,other,correction,1848,0.5930735930735931,0.4069264069264069,1.3868092691622103,0.06010870283142289,-0.051034872556203155,0.009597160679246215,168110,8195,-0.051034872556203155,overlapping,observed,paired
baseline_plus_historical_demand,5,2,other,range_bound,935,0.6802139037433155,0.31978609625668447,1.6447876447876448,0.059577706140492834,-0.03223149663723704,0.022202329593993604,168110,8195,-0.03223149663723704,overlapping,observed,paired
baseline_plus_historical_demand,5,2,other,under_pressure,4092,0.5395894428152492,0.4604105571847507,1.6316359696641387,0.03865153478685194,-0.035598564485492444,0.004623016301168189,168110,8195,-0.035598564485492444,overlapping,observed,paired
baseline_plus_historical_demand,5,2,other,uptrend,16054,0.5643453344960757,0.43565466550392423,1.656697556866049,0.0401986263581451,-0.034884199535436665,0.004235216073560668,168110,8195,-0.034884199535436665,overlapping,observed,paired
baseline_plus_historical_demand,5,2,semiconductor,acute_selloff,347,0.5187319884726225,0.4812680115273775,1.2323651452282158,0.08737441913813795,-0.07607613087918275,0.01917750654627866,88937,4863,-0.07607613087918275,overlapping,observed,paired
baseline_plus_historical_demand,5,2,semiconductor,correction,1037,0.6325940212150434,0.3674059787849566,1.439499304589708,0.0679791681953989,-0.04873809673574898,0.022607895900118052,88937,4863,-0.04873809673574898,overlapping,observed,paired
baseline_plus_historical_demand,5,2,semiconductor,range_bound,519,0.653179190751445,0.3468208092485549,1.2816455696202531,0.06359966761731091,-0.034588584062432155,0.025842009628388844,88937,4863,-0.034588584062432155,overlapping,observed,paired
baseline_plus_historical_demand,5,2,semiconductor,under_pressure,2053,0.5314174378957623,0.4685825621042377,1.284991568296796,0.04818938012109484,-0.04185255045772325,0.007695922553522514,88937,4863,-0.04185255045772325,overlapping,observed,paired
baseline_plus_historical_demand,5,2,semiconductor,uptrend,8154,0.5414520480745646,0.45854795192543535,1.5203232707392442,0.047484166548060244,-0.041089722530366045,0.0060000673212838905,88937,4863,-0.041089722530366045,overlapping,observed,paired
baseline_plus_historical_demand,5,2,software,acute_selloff,630,0.4396825396825397,0.5603174603174603,1.2995049504950495,0.08583264584371518,-0.07698520589516877,0.018942483507543958,152481,8862,-0.07698520589516877,overlapping,observed,paired
baseline_plus_historical_demand,5,2,software,correction,1743,0.6167527251864601,0.3832472748135399,1.387563884156729,0.06370858120543416,-0.05044919417803368,0.01477244629394926,152481,8862,-0.05044919417803368,overlapping,observed,paired
baseline_plus_historical_demand,5,2,software,range_bound,867,0.7093425605536332,0.2906574394463668,1.5486111111111112,0.06116095275940611,-0.03024432993757956,0.025829864488499197,152481,8862,-0.03024432993757956,overlapping,observed,paired
baseline_plus_historical_demand,5,2,software,under_pressure,3488,0.5048738532110092,0.4951261467889908,1.5023584905660377,0.043826653125696904,-0.042512905222676485,0.0038479492980432093,152481,8862,-0.042512905222676485,overlapping,observed,paired
baseline_plus_historical_demand,5,2,software,uptrend,13535,0.5665312153675656,0.43346878463243443,1.608910127948204,0.045549705819895155,-0.038676547206877784,0.007180713093904099,152481,8862,-0.038676547206877784,overlapping,observed,paired
baseline_plus_historical_demand,5,3,other,acute_selloff,1182,0.5126903553299492,0.4873096446700508,1.4762569832402235,0.04852038407982006,-0.043584841613317285,0.011044531522589088,168110,8195,-0.043584841613317285,overlapping,observed,paired
baseline_plus_historical_demand,5,3,other,correction,8637,0.49241634826907493,0.5075836517309251,1.4617667199269573,0.04390662133048348,-0.043916634359932184,0.0013104766291200532,168110,8195,-0.043916634359932184,overlapping,observed,paired
baseline_plus_historical_demand,5,3,other,range_bound,4864,0.5454358552631579,0.4545641447368421,1.64822460776218,0.03996301493877556,-0.03390075555993354,0.004416921728695312,168110,8195,-0.03390075555993354,overlapping,observed,paired
baseline_plus_historical_demand,5,3,other,under_pressure,3185,0.5249607535321821,0.4750392464678179,1.5400552486187846,0.03633912092042223,-0.03573451583115477,-0.00013718408626811772,168110,8195,-0.03573451583115477,overlapping,observed,paired
baseline_plus_historical_demand,5,3,other,uptrend,7299,0.4945882997670914,0.5054117002329086,1.7252081756245268,0.030162157362525116,-0.03507682105972817,-0.003658518654351805,168110,8195,-0.03507682105972817,overlapping,observed,paired
baseline_plus_historical_demand,5,3,semiconductor,acute_selloff,576,0.484375,0.515625,1.2416666666666667,0.06069599397694709,-0.054097756282019606,0.015839274479326232,88937,4863,-0.054097756282019606,overlapping,observed,paired
baseline_plus_historical_demand,5,3,semiconductor,correction,4344,0.44106813996316757,0.5589318600368324,1.2772635814889337,0.055618333406117895,-0.053152957933554186,0.0022335162403865137,88937,4863,-0.053152957933554186,overlapping,observed,paired
baseline_plus_historical_demand,5,3,semiconductor,range_bound,2441,0.48013109381401065,0.5198689061859894,1.2694444444444444,0.05110113826691655,-0.045028567132653366,0.002849069017412768,88937,4863,-0.045028567132653366,overlapping,observed,paired
baseline_plus_historical_demand,5,3,semiconductor,under_pressure,1693,0.4790313053750738,0.5209686946249261,1.1422172452407615,0.045802093253928276,-0.04677491386353605,-0.004364810883989381,88937,4863,-0.04677491386353605,overlapping,observed,paired
baseline_plus_historical_demand,5,3,semiconductor,uptrend,3767,0.46694982744889835,0.5330501725511017,1.5707491082045184,0.041851187456984205,-0.04202774976876353,0.001236177676647354,88937,4863,-0.04202774976876353,overlapping,observed,paired
baseline_plus_historical_demand,5,3,software,acute_selloff,1046,0.49235181644359466,0.5076481835564054,1.1511299435028248,0.07414538894048528,-0.059563563392969754,0.017406184278314474,152481,8862,-0.059563563392969754,overlapping,observed,paired
baseline_plus_historical_demand,5,3,software,correction,8005,0.43010618363522796,0.569893816364772,1.2709190672153634,0.05573249420426562,-0.061382264811826126,-0.006096073581912981,152481,8862,-0.061382264811826126,overlapping,observed,paired
baseline_plus_historical_demand,5,3,software,range_bound,4648,0.5120481927710844,0.4879518072289157,1.341100076394194,0.05497855966760521,-0.046086559463893534,0.004020636883353582,152481,8862,-0.046086559463893534,overlapping,observed,paired
baseline_plus_historical_demand,5,3,software,under_pressure,3077,0.5160870978225545,0.48391290217744554,1.3626237623762376,0.04684536533320485,-0.04413795681065994,-0.0011786063553530408,152481,8862,-0.04413795681065994,overlapping,observed,paired
baseline_plus_historical_demand,5,3,software,uptrend,6988,0.49499141385231826,0.5050085861476817,1.6183011301494714,0.03864613752924543,-0.04067126199462035,-0.0022828980120350394,152481,8862,-0.04067126199462035,overlapping,observed,paired
baseline_plus_historical_demand,5,4,other,acute_selloff,113,0.8230088495575221,0.17699115044247787,1.2891566265060241,0.05632865986122198,-0.022771804114752832,0.022481766301392307,168110,8195,-0.022771804114752832,overlapping,observed,paired
baseline_plus_historical_demand,5,4,other,correction,1715,0.5661807580174927,0.43381924198250726,1.8760045924225028,0.042936741885510166,-0.03386524782296956,0.013648183334227541,168110,8195,-0.03386524782296956,overlapping,observed,paired
baseline_plus_historical_demand,5,4,other,range_bound,2147,0.5812761993479273,0.41872380065207265,1.8962053571428572,0.033963131040805526,-0.029955686318105478,0.0011245122132775938,168110,8195,-0.029955686318105478,overlapping,observed,paired
baseline_plus_historical_demand,5,4,other,under_pressure,7518,0.49561053471668,0.5043894652833201,1.7054237288135594,0.03302917160345207,-0.0355566899805821,-0.00405094574091084,168110,8195,-0.0355566899805821,overlapping,observed,paired
baseline_plus_historical_demand,5,4,other,uptrend,16392,0.552464616886286,0.447535383113714,1.7329334475864038,0.03510061009001258,-0.02927091438795566,0.005575873038783864,168110,8195,-0.02927091438795566,overlapping,observed,paired
baseline_plus_historical_demand,5,4,semiconductor,acute_selloff,46,0.782608695652174,0.21739130434782608,0.9487179487179487,0.08730258141546561,-0.03518890014012357,0.05333966474067382,88937,4863,-0.03518890014012357,overlapping,observed,paired
baseline_plus_historical_demand,5,4,semiconductor,correction,754,0.5517241379310345,0.4482758620689655,1.6300813008130082,0.06133253565606606,-0.049343121376518355,0.02319836389934809,88937,4863,-0.049343121376518355,overlapping,observed,paired
baseline_plus_historical_demand,5,4,semiconductor,range_bound,952,0.47058823529411764,0.5294117647058824,1.6257928118393234,0.047146452185060264,-0.050779542390374965,-0.007506439524419756,88937,4863,-0.050779542390374965,overlapping,observed,paired
baseline_plus_historical_demand,5,4,semiconductor,under_pressure,3935,0.4411689961880559,0.5588310038119441,1.3884439359267735,0.039834209649521814,-0.05057819658260491,-0.012356535198112412,88937,4863,-0.05057819658260491,overlapping,observed,paired
baseline_plus_historical_demand,5,4,semiconductor,uptrend,8128,0.5129183070866141,0.4870816929133858,1.424001867849638,0.051197892230902646,-0.041585154312689714,0.0067682105170522935,88937,4863,-0.041585154312689714,overlapping,observed,paired
baseline_plus_historical_demand,5,4,software,acute_selloff,105,0.8,0.2,1.4078947368421053,0.07450264269647315,-0.025735777510430807,0.04250200592836038,152481,8862,-0.025735777510430807,overlapping,observed,paired
baseline_plus_historical_demand,5,4,software,correction,1725,0.6052173913043478,0.3947826086956522,1.7796780684104627,0.05276484208434433,-0.03720848716833983,0.021649671952171032,152481,8862,-0.03720848716833983,overlapping,observed,paired
baseline_plus_historical_demand,5,4,software,range_bound,2096,0.6025763358778626,0.3974236641221374,1.7476923076923077,0.0412110162316695,-0.03502932897643799,0.003051968123531508,152481,8862,-0.03502932897643799,overlapping,observed,paired
baseline_plus_historical_demand,5,4,software,under_pressure,7668,0.501434533124674,0.49856546687532605,1.5530694205393,0.041332222666574936,-0.041028315904265845,-0.0014114449556502635,152481,8862,-0.041028315904265845,overlapping,observed,paired
baseline_plus_historical_demand,5,4,software,uptrend,16146,0.5468227424749164,0.4531772575250836,1.5933236190223872,0.042854434829916264,-0.03500475542704113,0.005759669986462665,152481,8862,-0.03500475542704113,overlapping,observed,paired
baseline_plus_historical_demand,5,5,other,acute_selloff,171,0.7134502923976608,0.28654970760233917,1.0232558139534884,0.07735625055630878,-0.03727323308126309,0.050983351342896444,168110,8195,-0.03727323308126309,overlapping,observed,paired
baseline_plus_historical_demand,5,5,other,correction,2254,0.523070097604259,0.4769299023957409,1.5223628691983122,0.043644349017372165,-0.04965808007017697,-0.001987226157467925,168110,8195,-0.04965808007017697,overlapping,observed,paired
baseline_plus_historical_demand,5,5,other,range_bound,1127,0.6255545696539485,0.3744454303460515,1.5849673202614378,0.04869295535959951,-0.02922983313321314,0.017856931012445065,168110,8195,-0.02922983313321314,overlapping,observed,paired
baseline_plus_historical_demand,5,5,other,under_pressure,7766,0.5466134432140097,0.4533865567859902,1.4756221432199086,0.0448299437442852,-0.03638363885035302,0.007197739346128752,168110,8195,-0.03638363885035302,overlapping,observed,paired
baseline_plus_historical_demand,5,5,other,uptrend,15759,0.5118979630687226,0.48810203693127735,1.7128593040847202,0.036454926347643656,-0.035217187442065215,0.001455942777102667,168110,8195,-0.035217187442065215,overlapping,observed,paired
baseline_plus_historical_demand,5,5,semiconductor,acute_selloff,66,0.6212121212121212,0.3787878787878788,0.7962962962962963,0.10678641988786372,-0.05316343892443918,0.0385402812646713,88937,4863,-0.05316343892443918,overlapping,observed,paired
baseline_plus_historical_demand,5,5,semiconductor,correction,978,0.47443762781186094,0.5255623721881391,1.2620904836193447,0.06489062350758822,-0.07774791326828666,-0.007373269879137293,88937,4863,-0.07774791326828666,overlapping,observed,paired
baseline_plus_historical_demand,5,5,semiconductor,range_bound,560,0.7607142857142857,0.2392857142857143,1.3333333333333333,0.09739622526474453,-0.03721042423929637,0.0599103317441144,88937,4863,-0.03721042423929637,overlapping,observed,paired
baseline_plus_historical_demand,5,5,semiconductor,under_pressure,3633,0.5238095238095238,0.47619047619047616,1.1982683982683984,0.0777750260638544,-0.0570801450965409,0.01873108481345594,88937,4863,-0.0570801450965409,overlapping,observed,paired
baseline_plus_historical_demand,5,5,semiconductor,uptrend,7000,0.48214285714285715,0.5178571428571429,1.412827691524561,0.06696486951768324,-0.053098297336245326,0.010325834334328219,88937,4863,-0.053098297336245326,overlapping,observed,paired
