sample_count,coverage,event_rate,signal_rate,precision,recall,specificity,balanced_accuracy,roc_auc,pr_auc,brier_score,mean_mae_when_signaled,scope,horizon,regime_scope,sample_mode,specification,comparable_fold_count,fold_win_rate_vs_ridge_down
12132,1.0,0.3880646224859875,0.47815694032311246,0.54421651439407,0.6705607476635514,0.6438577586206896,0.6572092531421205,0.7107814010634869,0.595934961179917,0.22580593162440993,-0.07341802354656168,software,5,all_pressure,non_overlapping,pressure_downside_logistic_v1,4,1.0
12132,1.0,0.3880646224859875,0.2314540059347181,0.32585470085470086,0.1943500424808836,0.7450161637931034,0.4696831031369935,0.4696831031369936,0.3759741215742145,0.46867787668974614,-0.04664782905339466,software,5,all_pressure,non_overlapping,ridge_down,0,
635,1.0,0.5385826771653544,0.03779527559055118,0.7916666666666666,0.05555555555555555,0.9829351535836177,0.5192453545695866,0.5192453545695866,0.5526428988043162,0.5165354330708661,-0.12751127118005331,software,5,acute_selloff,non_overlapping,general_logistic_down,2,1.0
635,1.0,0.5385826771653544,0.0,,0.0,1.0,0.5,0.5,0.5385826771653544,0.5385826771653544,,software,5,acute_selloff,non_overlapping,negative_baseline,2,0.5
635,1.0,0.5385826771653544,0.5984251968503937,0.6157894736842106,0.6842105263157895,0.5017064846416383,0.5929585054787139,0.617767399157735,0.6508743840250502,0.24848420096340892,-0.08787586304322792,software,5,acute_selloff,non_overlapping,pressure_downside_logistic_v1,2,1.0
635,1.0,0.5385826771653544,0.2015748031496063,0.4296875,0.1608187134502924,0.7508532423208191,0.45583597788555574,0.45583597788555574,0.5210702948726804,0.5669291338582677,-0.05967720861787816,software,5,acute_selloff,non_overlapping,ridge_down,0,
4818,1.0,0.4302615193026152,0.12121212121212122,0.4554794520547945,0.12831644958996624,0.8841530054644808,0.5062347275272235,0.5062347275272235,0.43349739489937333,0.4410543794105438,-0.06470226506293526,software,5,correction,non_overlapping,general_logistic_down,4,0.5
4818,1.0,0.4302615193026152,0.0,,0.0,1.0,0.5,0.5,0.4302615193026152,0.4302615193026152,,software,5,correction,non_overlapping,negative_baseline,4,0.5
4818,1.0,0.4302615193026152,0.5481527604815276,0.552442256720939,0.7038109020742884,0.5693989071038251,0.6366049045890567,0.6797387171518271,0.592254731246872,0.23761995885583906,-0.0754791472467523,software,5,correction,non_overlapping,pressure_downside_logistic_v1,4,1.0
4818,1.0,0.4302615193026152,0.25197177251971775,0.3986820428336079,0.23347805113362277,0.7340619307832422,0.4837699909584325,0.48376999095843254,0.4228884046808113,0.4813200498132005,-0.056306571574231655,software,5,correction,non_overlapping,ridge_down,0,
6679,1.0,0.343314867495134,0.16768977391825124,0.44285714285714284,0.21631051024858264,0.8577291381668947,0.5370198242077386,0.5370198242077387,0.3648469078699951,0.3624794130857913,-0.06447081140241491,software,5,under_pressure,non_overlapping,general_logistic_down,4,1.0
6679,1.0,0.343314867495134,0.0,,0.0,1.0,0.5,0.5,0.343314867495134,0.343314867495134,,software,5,under_pressure,non_overlapping,negative_baseline,4,1.0
6679,1.0,0.343314867495134,0.4162299745470879,0.5266187050359712,0.6384648931530745,0.6999544003647971,0.6692096467589358,0.7340577769054253,0.5914478701052889,0.21512758393294568,-0.06948370458939024,software,5,under_pressure,non_overlapping,pressure_downside_logistic_v1,4,1.0
6679,1.0,0.343314867495134,0.2194939362179967,0.25648021828103684,0.1639773222852159,0.7514819881440948,0.45772965521465536,0.45772965521465536,0.32907595423543035,0.45021709836801915,-0.03751176220172342,software,5,under_pressure,non_overlapping,ridge_down,0,
11586,1.0,0.30243397203521494,0.13533575004315554,0.39987244897959184,0.17893835616438356,0.8835684236575105,0.5312533899109471,0.5312533899109471,0.3198694529268029,0.32953564646987743,-0.05725491707783579,other,5,all_pressure,non_overlapping,general_logistic_down,4,1.0
11586,1.0,0.30243397203521494,0.0,,0.0,1.0,0.5,0.5,0.30243397203521494,0.30243397203521494,,other,5,all_pressure,non_overlapping,negative_baseline,4,1.0
11586,1.0,0.30243397203521494,0.29682375280510964,0.5056702529805176,0.4962899543378995,0.7896560257362039,0.6429729900370517,0.7035981574139047,0.506951018914082,0.21119462207485715,-0.07068699799212134,other,5,all_pressure,non_overlapping,pressure_downside_logistic_v1,4,1.0
11586,1.0,0.30243397203521494,0.29207664422578977,0.2594562647754137,0.2505707762557078,0.6899282355852512,0.4702495059204795,0.47024950592047954,0.291665014565436,0.442948385983083,-0.0387420674053931,other,5,all_pressure,non_overlapping,ridge_down,0,
643,1.0,0.48833592534992226,0.08398133748055987,0.6111111111111112,0.10509554140127389,0.9361702127659575,0.5206328770836157,0.5206328770836157,0.5012390499681364,0.46967340590979784,-0.10695816164951177,other,5,acute_selloff,non_overlapping,general_logistic_down,2,0.5
643,1.0,0.48833592534992226,0.0,,0.0,1.0,0.5,0.5,0.48833592534992226,0.48833592534992226,,other,5,acute_selloff,non_overlapping,negative_baseline,2,1.0
643,1.0,0.48833592534992226,0.48989113530326595,0.6095238095238096,0.6114649681528662,0.6261398176291794,0.6188023928910228,0.6724778812460069,0.6774032181807706,0.22791224142731814,-0.09186595300206463,other,5,acute_selloff,non_overlapping,pressure_downside_logistic_v1,2,1.0
643,1.0,0.48833592534992226,0.2052877138413686,0.38636363636363635,0.1624203821656051,0.7537993920972644,0.45810988713143475,0.45810988713143475,0.4717735472024682,0.5349922239502333,-0.04860943938816205,other,5,acute_selloff,non_overlapping,ridge_down,0,
